	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func	wa8730.asm201904v2.ann1.proteins
OG0019846		Sp05g00124		
OG0019847		Sp05g00125		
OG0019848		Sp05g00126		
OG0019849		Sp05g00127		
OG0019850		Sp05g00128		
OG0019851		Sp05g00129		
OG0019852		Sp05g00130		
OG0019853		Sp05g00131		
OG0019854		Sp05g00133		
OG0019855		Sp05g00134		
OG0019856		Sp05g00135		
OG0019857		Sp05g00142		
OG0019858		Sp05g00143		
OG0019859		Sp05g00144		
OG0019860		Sp05g00146		
OG0019861		Sp05g00149		
OG0019862		Sp05g00150		
OG0019863		Sp05g00152		
OG0019864		Sp05g00165		
OG0019865		Sp05g00170		
OG0019866		Sp05g00191		
OG0019867		Sp05g00193		
OG0019868		Sp05g00209		
OG0019869		Sp05g00210		
OG0019870		Sp05g00226		
OG0019871		Sp05g00232		
OG0019872		Sp05g00241		
OG0019873		Sp05g00243		
OG0019874		Sp05g00262		
OG0019875		Sp05g00267		
OG0019876		Sp05g00271		
OG0019877		Sp05g00283		
OG0019878		Sp05g00315		
OG0019879		Sp05g00318		
OG0019880		Sp05g00319		
OG0019881		Sp05g00337		
OG0019882		Sp05g00355		
OG0019883		Sp05g00358		
OG0019884		Sp05g00359		
OG0019885		Sp05g00361		
OG0019886		Sp05g00364		
OG0019887		Sp05g00365		
OG0019888		Sp05g00366		
OG0019889		Sp05g00371		
OG0019890		Sp05g00374		
OG0019891		Sp05g00403		
OG0019892		Sp05g00409		
OG0019893		Sp05g00423		
OG0019894		Sp05g00424		
OG0019895		Sp05g00425		
OG0019896		Sp05g00429		
OG0019897		Sp05g00431		
OG0019898		Sp05g00433		
OG0019899		Sp05g00435		
OG0019900		Sp05g00436		
OG0019901		Sp05g00437		
OG0019902		Sp05g00438		
OG0019903		Sp05g00439		
OG0019904		Sp05g00443		
OG0019905		Sp05g00444		
OG0019906		Sp05g00445		
OG0019907		Sp05g00446		
OG0019908		Sp05g00447		
OG0019909		Sp05g00448		
OG0019910		Sp05g00449		
OG0019911		Sp05g00450		
OG0019912		Sp05g00451		
OG0019913		Sp05g00452		
OG0019914		Sp05g00453		
OG0019915		Sp05g00454		
OG0019916		Sp05g00455		
OG0019917		Sp05g00462		
OG0019918		Sp05g00464		
OG0019919		Sp05g00476		
OG0019920		Sp05g00483		
OG0019921		Sp05g00487		
OG0019922		Sp05g00503		
OG0019923		Sp05g00504		
OG0019924		Sp05g00513		
OG0019925		Sp05g00540		
OG0019926		Sp05g00549		
OG0019927		Sp05g00553		
OG0019928		Sp05g00560		
OG0019929		Sp05g00562		
OG0019930		Sp05g00579		
OG0019931		Sp05g00585		
OG0019932		Sp05g00589		
OG0019933		Sp05g00590		
OG0019934		Sp05g00604		
OG0019935		Sp05g00605		
OG0019936		Sp05g00608		
OG0019937		Sp05g00609		
OG0019938		Sp05g00639		
OG0019939		Sp05g00649		
OG0019940		Sp05g00651		
OG0019941		Sp05g00657		
OG0019942		Sp05g00660		
OG0019943		Sp05g00668		
OG0019944		Sp05g00669		
OG0019945		Sp05g00671		
OG0019946		Sp05g00676		
OG0019947		Sp05g00677		
OG0019948		Sp05g00681		
OG0019949		Sp05g00695		
OG0019950		Sp05g00704		
OG0019951		Sp05g00711		
OG0019952		Sp05g00715		
OG0019953		Sp05g00731		
OG0019954		Sp05g00752		
OG0019955		Sp05g00765		
OG0019956		Sp05g00772		
OG0019957		Sp05g00781		
OG0019958		Sp05g00793		
OG0019959		Sp05g00794		
OG0019960		Sp05g00799		
OG0019961		Sp05g00806		
OG0019962		Sp05g00817		
OG0019963		Sp05g00819		
OG0019964		Sp05g00840		
OG0019965		Sp05g00842		
OG0019966		Sp05g00843		
OG0019967		Sp05g00848		
OG0019968		Sp05g00852		
OG0019969		Sp05g00859		
OG0019970		Sp05g00867		
OG0019971		Sp05g00868		
OG0019972		Sp05g00871		
OG0019973		Sp05g00872		
OG0019974		Sp05g00901		
OG0019975		Sp05g00909		
OG0019976		Sp05g00913		
OG0019977		Sp05g00920		
OG0019978		Sp05g00935		
OG0019979		Sp05g00943		
OG0019980		Sp05g00945		
OG0019981		Sp05g00947		
OG0019982		Sp05g00948		
OG0019983		Sp05g00950		
OG0019984		Sp05g00952		
OG0019985		Sp05g00959		
OG0019986		Sp05g00961		
OG0019987		Sp05g00966		
OG0019988		Sp05g00973		
OG0019989		Sp05g00979		
OG0019990		Sp05g00980		
OG0019991		Sp05g00981		
OG0019992		Sp05g00986		
OG0019993		Sp05g01003		
OG0019994		Sp05g01004		
OG0019995		Sp05g01005		
OG0019996		Sp05g01028		
OG0019997		Sp05g01033		
OG0019998		Sp05g01035		
OG0019999		Sp05g01050		
OG0020000		Sp05g01052		
OG0020001		Sp05g01054		
OG0020002		Sp05g01056		
OG0020003		Sp05g01059		
OG0020004		Sp05g01089		
OG0020005		Sp06g00007		
OG0020006		Sp06g00012		
OG0020007		Sp06g00014		
OG0020008		Sp06g00018		
OG0020009		Sp06g00025		
OG0020010		Sp06g00035		
OG0020011		Sp06g00037		
OG0020012		Sp06g00038		
OG0020013		Sp06g00040		
OG0020014		Sp06g00062		
OG0020015		Sp06g00063		
OG0020016		Sp06g00064		
OG0020017		Sp06g00069		
OG0020018		Sp06g00080		
OG0020019		Sp06g00082		
OG0020020		Sp06g00084		
OG0020021		Sp06g00085		
OG0020022		Sp06g00086		
OG0020023		Sp06g00087		
OG0020024		Sp06g00090		
OG0020025		Sp06g00092		
OG0020026		Sp06g00106		
OG0020027		Sp06g00108		
OG0020028		Sp06g00118		
OG0020029		Sp06g00121		
OG0020030		Sp06g00128		
OG0020031		Sp06g00148		
OG0020032		Sp06g00155		
OG0020033		Sp06g00168		
OG0020034		Sp06g00173		
OG0020035		Sp06g00175		
OG0020036		Sp06g00177		
OG0020037		Sp06g00187		
OG0020038		Sp06g00195		
OG0020039		Sp06g00197		
OG0020040		Sp06g00201		
OG0020041		Sp06g00210		
OG0020042		Sp06g00215		
OG0020043		Sp06g00216		
OG0020044		Sp06g00217		
OG0020045		Sp06g00219		
OG0020046		Sp06g00220		
OG0020047		Sp06g00221		
OG0020048		Sp06g00222		
OG0020049		Sp06g00223		
OG0020050		Sp06g00224		
OG0020051		Sp06g00225		
OG0020052		Sp06g00226		
OG0020053		Sp06g00227		
OG0020054		Sp06g00228		
OG0020055		Sp06g00229		
OG0020056		Sp06g00230		
OG0020057		Sp06g00234		
OG0020058		Sp06g00247		
OG0020059		Sp06g00254		
OG0020060		Sp06g00264		
OG0020061		Sp06g00274		
OG0020062		Sp06g00279		
OG0020063		Sp06g00285		
OG0020064		Sp06g00288		
OG0020065		Sp06g00290		
OG0020066		Sp06g00294		
OG0020067		Sp06g00297		
OG0020068		Sp06g00312		
OG0020069		Sp06g00316		
OG0020070		Sp06g00337		
OG0020071		Sp06g00338		
OG0020072		Sp06g00339		
OG0020073		Sp06g00340		
OG0020074		Sp06g00341		
OG0020075		Sp06g00342		
OG0020076		Sp06g00348		
OG0020077		Sp06g00349		
OG0020078		Sp06g00350		
OG0020079		Sp06g00360		
OG0020080		Sp06g00362		
OG0020081		Sp06g00368		
OG0020082		Sp06g00376		
OG0020083		Sp06g00377		
OG0020084		Sp06g00404		
OG0020085		Sp06g00422		
OG0020086		Sp06g00437		
OG0020087		Sp06g00440		
OG0020088		Sp06g00444		
OG0020089		Sp06g00448		
OG0020090		Sp06g00453		
OG0020091		Sp06g00469		
OG0020092		Sp06g00475		
OG0020093		Sp06g00478		
OG0020094		Sp06g00481		
OG0020095		Sp06g00484		
OG0020096		Sp06g00493		
OG0020097		Sp06g00505		
OG0020098		Sp06g00525		
OG0020099		Sp06g00532		
OG0020100		Sp06g00554		
OG0020101		Sp06g00560		
OG0020102		Sp06g00561		
OG0020103		Sp06g00562		
OG0020104		Sp06g00570		
OG0020105		Sp06g00571		
OG0020106		Sp06g00576		
OG0020107		Sp06g00583		
OG0020108		Sp06g00587		
OG0020109		Sp06g00588		
OG0020110		Sp06g00589		
OG0020111		Sp06g00590		
OG0020112		Sp06g00595		
OG0020113		Sp06g00611		
OG0020114		Sp06g00613		
OG0020115		Sp06g00614		
OG0020116		Sp06g00624		
OG0020117		Sp06g00625		
OG0020118		Sp06g00629		
OG0020119		Sp06g00637		
OG0020120		Sp06g00648		
OG0020121		Sp06g00649		
OG0020122		Sp06g00655		
OG0020123		Sp06g00662		
OG0020124		Sp06g00664		
OG0020125		Sp06g00697		
OG0020126		Sp06g00699		
OG0020127		Sp06g00700		
OG0020128		Sp06g00701		
OG0020129		Sp06g00703		
OG0020130		Sp06g00704		
OG0020131		Sp06g00705		
OG0020132		Sp06g00706		
OG0020133		Sp06g00708		
OG0020134		Sp06g00709		
OG0020135		Sp06g00711		
OG0020136		Sp06g00716		
OG0020137		Sp06g00718		
OG0020138		Sp06g00720		
OG0020139		Sp06g00732		
OG0020140		Sp06g00742		
OG0020141		Sp06g00758		
OG0020142		Sp06g00761		
OG0020143		Sp06g00762		
OG0020144		Sp06g00763		
OG0020145		Sp06g00764		
OG0020146		Sp06g00784		
OG0020147		Sp06g00785		
OG0020148		Sp06g00792		
OG0020149		Sp06g00802		
OG0020150		Sp06g00808		
OG0020151		Sp06g00810		
OG0020152		Sp06g00811		
OG0020153		Sp06g00816		
OG0020154		Sp06g00831		
OG0020155		Sp06g00840		
OG0020156		Sp06g00844		
OG0020157		Sp06g00847		
OG0020158		Sp06g00850		
OG0020159		Sp06g00855		
OG0020160		Sp06g00857		
OG0020161		Sp06g00859		
OG0020162		Sp06g00870		
OG0020163		Sp06g00871		
OG0020164		Sp06g00872		
OG0020165		Sp06g00879		
OG0020166		Sp06g00901		
OG0020167		Sp06g00904		
OG0020168		Sp06g00914		
OG0020169		Sp06g00916		
OG0020170		Sp06g00936		
OG0020171		Sp06g00938		
OG0020172		Sp06g00942		
OG0020173		Sp06g00962		
OG0020174		Sp06g00963		
OG0020175		Sp06g00965		
OG0020176		Sp06g00966		
OG0020177		Sp06g00967		
OG0020178		Sp06g00972		
OG0020179		Sp06g00976		
OG0020180		Sp06g00979		
OG0020181		Sp06g00984		
OG0020182		Sp06g00988		
OG0020183		Sp06g01007		
OG0020184		Sp06g01021		
OG0020185		Sp06g01023		
OG0020186		Sp06g01026		
OG0020187		Sp06g01037		
OG0020188		Sp06g01042		
OG0020189		Sp06g01043		
OG0020190		Sp06g01044		
OG0020191		Sp06g01045		
OG0020192		Sp06g01069		
OG0020193		Sp06g01070		
OG0020194		Sp06g01071		
OG0020195		Sp06g01072		
OG0020196		Sp06g01073		
OG0020197		Sp06g01074		
OG0020198		Sp06g01078		
OG0020199		Sp06g01081		
OG0020200		Sp06g01082		
OG0020201		Sp06g01083		
OG0020202		Sp06g01085		
OG0020203		Sp06g01087		
OG0020204		Sp06g01088		
OG0020205		Sp06g01093		
OG0020206		Sp06g01095		
OG0020207		Sp06g01096		
OG0020208		Sp06g01097		
OG0020209		Sp06g01098		
OG0020210		Sp06g01099		
OG0020211		Sp06g01100		
OG0020212		Sp06g01101		
OG0020213		Sp06g01102		
OG0020214		Sp06g01104		
OG0020215		Sp06g01106		
OG0020216		Sp06g01107		
OG0020217		Sp06g01109		
OG0020218		Sp06g01111		
OG0020219		Sp06g01112		
OG0020220		Sp06g01113		
OG0020221		Sp06g01114		
OG0020222		Sp06g01115		
OG0020223		Sp06g01116		
OG0020224		Sp06g01117		
OG0020225		Sp06g01118		
OG0020226		Sp06g01119		
OG0020227		Sp06g01120		
OG0020228		Sp06g01121		
OG0020229		Sp06g01122		
OG0020230		Sp06g01123		
OG0020231		Sp06g01124		
OG0020232		Sp06g01125		
OG0020233		Sp06g01126		
OG0020234		Sp06g01127		
OG0020235		Sp06g01128		
OG0020236		Sp06g01129		
OG0020237		Sp06g01130		
OG0020238		Sp06g01131		
OG0020239		Sp06g01133		
OG0020240		Sp06g01144		
OG0020241		Sp06g01167		
OG0020242		Sp06g01174		
OG0020243		Sp06g01185		
OG0020244		Sp06g01218		
OG0020245		Sp06g01229		
OG0020246		Sp06g01232		
OG0020247		Sp06g01256		
OG0020248		Sp06g01261		
OG0020249		Sp06g01262		
OG0020250		Sp06g01264		
OG0020251		Sp06g01265		
OG0020252		Sp06g01280		
OG0020253		Sp06g01291		
OG0020254		Sp06g01294		
OG0020255		Sp06g01298		
OG0020256		Sp06g01310		
OG0020257		Sp06g01330		
OG0020258		Sp07g00009		
OG0020259		Sp07g00010		
OG0020260		Sp07g00025		
OG0020261		Sp07g00046		
OG0020262		Sp07g00047		
OG0020263		Sp07g00048		
OG0020264		Sp07g00053		
OG0020265		Sp07g00060		
OG0020266		Sp07g00062		
OG0020267		Sp07g00063		
OG0020268		Sp07g00067		
OG0020269		Sp07g00068		
OG0020270		Sp07g00073		
OG0020271		Sp07g00080		
OG0020272		Sp07g00087		
OG0020273		Sp07g00091		
OG0020274		Sp07g00097		
OG0020275		Sp07g00125		
OG0020276		Sp07g00131		
OG0020277		Sp07g00142		
OG0020278		Sp07g00159		
OG0020279		Sp07g00160		
OG0020280		Sp07g00165		
OG0020281		Sp07g00177		
OG0020282		Sp07g00190		
OG0020283		Sp07g00205		
OG0020284		Sp07g00219		
OG0020285		Sp07g00220		
OG0020286		Sp07g00226		
OG0020287		Sp07g00235		
OG0020288		Sp07g00266		
OG0020289		Sp07g00268		
OG0020290		Sp07g00283		
OG0020291		Sp07g00284		
OG0020292		Sp07g00310		
OG0020293		Sp07g00312		
OG0020294		Sp07g00313		
OG0020295		Sp07g00319		
OG0020296		Sp07g00326		
OG0020297		Sp07g00329		
OG0020298		Sp07g00334		
OG0020299		Sp07g00339		
OG0020300		Sp07g00340		
OG0020301		Sp07g00362		
OG0020302		Sp07g00363		
OG0020303		Sp07g00365		
OG0020304		Sp07g00378		
OG0020305		Sp07g00379		
OG0020306		Sp07g00387		
OG0020307		Sp07g00390		
OG0020308		Sp07g00391		
OG0020309		Sp07g00420		
OG0020310		Sp07g00421		
OG0020311		Sp07g00424		
OG0020312		Sp07g00440		
OG0020313		Sp07g00459		
OG0020314		Sp07g00462		
OG0020315		Sp07g00473		
OG0020316		Sp07g00474		
OG0020317		Sp07g00518		
OG0020318		Sp07g00523		
OG0020319		Sp07g00538		
OG0020320		Sp07g00539		
OG0020321		Sp07g00540		
OG0020322		Sp07g00546		
OG0020323		Sp07g00562		
OG0020324		Sp07g00565		
OG0020325		Sp07g00597		
OG0020326		Sp07g00599		
OG0020327		Sp07g00614		
OG0020328		Sp07g00622		
OG0020329		Sp07g00642		
OG0020330		Sp07g00644		
OG0020331		Sp07g00645		
OG0020332		Sp07g00647		
OG0020333		Sp07g00651		
OG0020334		Sp07g00656		
OG0020335		Sp07g00665		
OG0020336		Sp07g00666		
OG0020337		Sp07g00681		
OG0020338		Sp07g00691		
OG0020339		Sp07g00702		
OG0020340		Sp07g00709		
OG0020341		Sp07g00716		
OG0020342		Sp07g00720		
OG0020343		Sp07g00723		
OG0020344		Sp07g00739		
OG0020345		Sp07g00741		
OG0020346		Sp07g00742		
OG0020347		Sp07g00760		
OG0020348		Sp07g00761		
OG0020349		Sp07g00768		
OG0020350		Sp07g00772		
OG0020351		Sp07g00805		
OG0020352		Sp07g00827		
OG0020353		Sp07g00833		
OG0020354		Sp07g00838		
OG0020355		Sp07g00846		
OG0020356		Sp07g00863		
OG0020357		Sp07g00867		
OG0020358		Sp07g00870		
OG0020359		Sp07g00876		
OG0020360		Sp07g00881		
OG0020361		Sp07g00884		
OG0020362		Sp07g00887		
OG0020363		Sp07g00889		
OG0020364		Sp07g00891		
OG0020365		Sp07g00892		
OG0020366		Sp07g00894		
OG0020367		Sp07g00900		
OG0020368		Sp07g00919		
OG0020369		Sp07g00920		
OG0020370		Sp07g00928		
OG0020371		Sp07g00939		
OG0020372		Sp07g00943		
OG0020373		Sp07g00944		
OG0020374		Sp07g00961		
OG0020375		Sp07g00963		
OG0020376		Sp07g00976		
OG0020377		Sp07g00978		
OG0020378		Sp07g00984		
OG0020379		Sp07g00988		
OG0020380		Sp07g00998		
OG0020381		Sp07g01001		
OG0020382		Sp07g01010		
OG0020383		Sp07g01017		
OG0020384		Sp07g01023		
OG0020385		Sp07g01034		
OG0020386		Sp07g01035		
OG0020387		Sp07g01036		
OG0020388		Sp07g01043		
OG0020389		Sp07g01045		
OG0020390		Sp07g01046		
OG0020391		Sp07g01052		
OG0020392		Sp07g01054		
OG0020393		Sp07g01075		
OG0020394		Sp07g01078		
OG0020395		Sp07g01082		
OG0020396		Sp07g01089		
OG0020397		Sp07g01090		
OG0020398		Sp07g01092		
OG0020399		Sp07g01097		
OG0020400		Sp08g00006		
OG0020401		Sp08g00010		
OG0020402		Sp08g00011		
OG0020403		Sp08g00014		
OG0020404		Sp08g00034		
OG0020405		Sp08g00035		
OG0020406		Sp08g00036		
OG0020407		Sp08g00037		
OG0020408		Sp08g00038		
OG0020409		Sp08g00042		
OG0020410		Sp08g00044		
OG0020411		Sp08g00047		
OG0020412		Sp08g00048		
OG0020413		Sp08g00052		
OG0020414		Sp08g00055		
OG0020415		Sp08g00058		
OG0020416		Sp08g00067		
OG0020417		Sp08g00076		
OG0020418		Sp08g00077		
OG0020419		Sp08g00080		
OG0020420		Sp08g00082		
OG0020421		Sp08g00087		
OG0020422		Sp08g00099		
OG0020423		Sp08g00102		
OG0020424		Sp08g00104		
OG0020425		Sp08g00106		
OG0020426		Sp08g00114		
OG0020427		Sp08g00135		
OG0020428		Sp08g00137		
OG0020429		Sp08g00139		
OG0020430		Sp08g00141		
OG0020431		Sp08g00142		
OG0020432		Sp08g00152		
OG0020433		Sp08g00156		
OG0020434		Sp08g00168		
OG0020435		Sp08g00172		
OG0020436		Sp08g00182		
OG0020437		Sp08g00185		
OG0020438		Sp08g00186		
OG0020439		Sp08g00206		
OG0020440		Sp08g00215		
OG0020441		Sp08g00220		
OG0020442		Sp08g00222		
OG0020443		Sp08g00225		
OG0020444		Sp08g00226		
OG0020445		Sp08g00235		
OG0020446		Sp08g00247		
OG0020447		Sp08g00260		
OG0020448		Sp08g00267		
OG0020449		Sp08g00268		
OG0020450		Sp08g00273		
OG0020451		Sp08g00278		
OG0020452		Sp08g00281		
OG0020453		Sp08g00283		
OG0020454		Sp08g00296		
OG0020455		Sp08g00304		
OG0020456		Sp08g00319		
OG0020457		Sp08g00321		
OG0020458		Sp08g00332		
OG0020459		Sp08g00339		
OG0020460		Sp08g00342		
OG0020461		Sp08g00356		
OG0020462		Sp08g00361		
OG0020463		Sp08g00374		
OG0020464		Sp08g00375		
OG0020465		Sp08g00376		
OG0020466		Sp08g00382		
OG0020467		Sp08g00398		
OG0020468		Sp08g00430		
OG0020469		Sp08g00437		
OG0020470		Sp08g00440		
OG0020471		Sp08g00451		
OG0020472		Sp08g00453		
OG0020473		Sp08g00458		
OG0020474		Sp08g00459		
OG0020475		Sp08g00470		
OG0020476		Sp08g00471		
OG0020477		Sp08g00472		
OG0020478		Sp08g00473		
OG0020479		Sp08g00475		
OG0020480		Sp08g00476		
OG0020481		Sp08g00477		
OG0020482		Sp08g00499		
OG0020483		Sp08g00528		
OG0020484		Sp08g00532		
OG0020485		Sp08g00538		
OG0020486		Sp08g00540		
OG0020487		Sp08g00555		
OG0020488		Sp08g00560		
OG0020489		Sp08g00572		
OG0020490		Sp08g00574		
OG0020491		Sp08g00619		
OG0020492		Sp08g00620		
OG0020493		Sp08g00621		
OG0020494		Sp08g00622		
OG0020495		Sp08g00627		
OG0020496		Sp08g00628		
OG0020497		Sp08g00630		
OG0020498		Sp08g00663		
OG0020499		Sp08g00678		
OG0020500		Sp08g00683		
OG0020501		Sp08g00684		
OG0020502		Sp08g00690		
OG0020503		Sp08g00693		
OG0020504		Sp08g00709		
OG0020505		Sp08g00711		
OG0020506		Sp08g00724		
OG0020507		Sp08g00725		
OG0020508		Sp08g00733		
OG0020509		Sp08g00734		
OG0020510		Sp08g00741		
OG0020511		Sp08g00742		
OG0020512		Sp08g00760		
OG0020513		Sp08g00767		
OG0020514		Sp08g00769		
OG0020515		Sp08g00771		
OG0020516		Sp08g00775		
OG0020517		Sp08g00777		
OG0020518		Sp08g00780		
OG0020519		Sp08g00798		
OG0020520		Sp08g00801		
OG0020521		Sp08g00806		
OG0020522		Sp08g00811		
OG0020523		Sp08g00812		
OG0020524		Sp08g00814		
OG0020525		Sp08g00820		
OG0020526		Sp08g00821		
OG0020527		Sp08g00822		
OG0020528		Sp08g00824		
OG0020529		Sp08g00825		
OG0020530		Sp08g00827		
OG0020531		Sp08g00836		
OG0020532		Sp08g00841		
OG0020533		Sp08g00859		
OG0020534		Sp08g00860		
OG0020535		Sp08g00861		
OG0020536		Sp08g00862		
OG0020537		Sp08g00863		
OG0020538		Sp08g00864		
OG0020539		Sp08g00866		
OG0020540		Sp08g00878		
OG0020541		Sp08g00880		
OG0020542		Sp08g00881		
OG0020543		Sp08g00882		
OG0020544		Sp08g00884		
OG0020545		Sp08g00886		
OG0020546		Sp08g00887		
OG0020547		Sp08g00891		
OG0020548		Sp08g00899		
OG0020549		Sp08g00909		
OG0020550		Sp08g00926		
OG0020551		Sp08g00948		
OG0020552		Sp08g00951		
OG0020553		Sp08g00963		
OG0020554		Sp08g00968		
OG0020555		Sp08g00974		
OG0020556		Sp08g00975		
OG0020557		Sp08g00976		
OG0020558		Sp08g00982		
OG0020559		Sp08g00988		
OG0020560		Sp08g00992		
OG0020561		Sp08g00998		
OG0020562		Sp08g01005		
OG0020563		Sp08g01007		
OG0020564		Sp08g01008		
OG0020565		Sp08g01009		
OG0020566		Sp08g01010		
OG0020567		Sp08g01011		
OG0020568		Sp08g01012		
OG0020569		Sp08g01013		
OG0020570		Sp08g01014		
OG0020571		Sp08g01015		
OG0020572		Sp08g01016		
OG0020573		Sp08g01017		
OG0020574		Sp08g01021		
OG0020575		Sp08g01036		
OG0020576		Sp08g01046		
OG0020577		Sp08g01064		
OG0020578		Sp08g01074		
OG0020579		Sp08g01081		
OG0020580		Sp08g01086		
OG0020581		Sp08g01092		
OG0020582		Sp08g01108		
OG0020583		Sp08g01111		
OG0020584		Sp08g01113		
OG0020585		Sp08g01123		
OG0020586		Sp08g01131		
OG0020587		Sp08g01134		
OG0020588		Sp08g01135		
OG0020589		Sp08g01137		
OG0020590		Sp08g01142		
OG0020591		Sp08g01148		
OG0020592		Sp08g01152		
OG0020593		Sp08g01153		
OG0020594		Sp08g01157		
OG0020595		Sp08g01172		
OG0020596		Sp08g01173		
OG0020597		Sp08g01174		
OG0020598		Sp08g01175		
OG0020599		Sp08g01176		
OG0020600		Sp08g01192		
OG0020601		Sp08g01193		
OG0020602		Sp08g01196		
OG0020603		Sp08g01199		
OG0020604		Sp08g01202		
OG0020605		Sp08g01209		
OG0020606		Sp08g01233		
OG0020607		Sp08g01235		
OG0020608		Sp08g01238		
OG0020609		Sp08g01241		
OG0020610		Sp08g01252		
OG0020611		Sp08g01253		
OG0020612		Sp08g01254		
OG0020613		Sp08g01255		
OG0020614		Sp08g01258		
OG0020615		Sp08g01263		
OG0020616		Sp08g01264		
OG0020617		Sp08g01265		
OG0020618		Sp08g01275		
OG0020619		Sp08g01278		
OG0020620		Sp08g01282		
OG0020621		Sp08g01284		
OG0020622		Sp08g01287		
OG0020623		Sp08g01306		
OG0020624		Sp08g01307		
OG0020625		Sp08g01308		
OG0020626		Sp08g01310		
OG0020627		Sp08g01311		
OG0020628		Sp08g01317		
OG0020629		Sp08g01318		
OG0020630		Sp08g01319		
OG0020631		Sp08g01320		
OG0020632		Sp08g01323		
OG0020633		Sp09g00011		
OG0020634		Sp09g00019		
OG0020635		Sp09g00022		
OG0020636		Sp09g00023		
OG0020637		Sp09g00030		
OG0020638		Sp09g00036		
OG0020639		Sp09g00039		
OG0020640		Sp09g00049		
OG0020641		Sp09g00055		
OG0020642		Sp09g00059		
OG0020643		Sp09g00078		
OG0020644		Sp09g00080		
OG0020645		Sp09g00099		
OG0020646		Sp09g00102		
OG0020647		Sp09g00106		
OG0020648		Sp09g00110		
OG0020649		Sp09g00111		
OG0020650		Sp09g00112		
OG0020651		Sp09g00113		
OG0020652		Sp09g00119		
OG0020653		Sp09g00126		
OG0020654		Sp09g00155		
OG0020655		Sp09g00165		
OG0020656		Sp09g00166		
OG0020657		Sp09g00172		
OG0020658		Sp09g00173		
OG0020659		Sp09g00186		
OG0020660		Sp09g00195		
OG0020661		Sp09g00204		
OG0020662		Sp09g00212		
OG0020663		Sp09g00213		
OG0020664		Sp09g00245		
OG0020665		Sp09g00258		
OG0020666		Sp09g00259		
OG0020667		Sp09g00266		
OG0020668		Sp09g00281		
OG0020669		Sp09g00285		
OG0020670		Sp09g00302		
OG0020671		Sp09g00304		
OG0020672		Sp09g00308		
OG0020673		Sp09g00312		
OG0020674		Sp09g00314		
OG0020675		Sp09g00320		
OG0020676		Sp09g00328		
OG0020677		Sp09g00358		
OG0020678		Sp09g00363		
OG0020679		Sp09g00369		
OG0020680		Sp09g00370		
OG0020681		Sp09g00372		
OG0020682		Sp09g00380		
OG0020683		Sp09g00399		
OG0020684		Sp09g00401		
OG0020685		Sp09g00402		
OG0020686		Sp09g00403		
OG0020687		Sp09g00405		
OG0020688		Sp09g00417		
OG0020689		Sp09g00425		
OG0020690		Sp09g00426		
OG0020691		Sp09g00427		
OG0020692		Sp09g00431		
OG0020693		Sp09g00434		
OG0020694		Sp09g00439		
OG0020695		Sp09g00442		
OG0020696		Sp09g00447		
OG0020697		Sp09g00453		
OG0020698		Sp09g00454		
OG0020699		Sp09g00456		
OG0020700		Sp09g00458		
OG0020701		Sp09g00462		
OG0020702		Sp09g00469		
OG0020703		Sp09g00472		
OG0020704		Sp09g00477		
OG0020705		Sp09g00479		
OG0020706		Sp09g00480		
OG0020707		Sp09g00490		
OG0020708		Sp09g00494		
OG0020709		Sp09g00496		
OG0020710		Sp09g00503		
OG0020711		Sp09g00507		
OG0020712		Sp09g00520		
OG0020713		Sp09g00525		
OG0020714		Sp09g00530		
OG0020715		Sp09g00552		
OG0020716		Sp09g00557		
OG0020717		Sp09g00559		
OG0020718		Sp09g00560		
