Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp7498_pacbio.protein
OG0001209	Wa8730a012g004190_P001, Wa8730a012g004260_P001	g3000.t1
OG0001210	Wa8730a006g006450_P001	g3021.t1, g10444.t1
OG0001211	Wa8730a012g004460_P001	g3032.t1, g3033.t1, g3035.t1
OG0001212	Wa8730a016g001940_P001, Wa8730a016g001930_P001, Wa8730a016g001920_P001	g3036.t1
OG0001213	Wa8730a012g004470_P001, Wa8730a012g004470_P002	g3037.t1
OG0001214	Wa8730a006g005760_P001	g3106.t1, g10495.t1
OG0001215	Wa8730a006g005980_P001	g10497.t1, g3111.t1
OG0001216	Wa8730a012g005040_P001, Wa8730a012g005170_P001	g3147.t1
OG0001217	Wa8730a004g004270_P001	g13614.t1, g3221.t1
OG0001218	Wa8730a006g001380_P001, Wa8730a006g001390_P001	g3236.t1, g3237.t1
OG0001219	Wa8730a007g000830_P001	g3256.t1, g3257.t1
OG0001220	Wa8730a006g001490_P001	g15577.t1, g3261.t1
OG0001221	Wa8730a008g003150_P001	g13050.t1, g3266.t1
OG0001222	Wa8730a001g006410_P001	g3314.t1, g5752.t1
OG0001223	Wa8730a001g006510_P001, Wa8730a001g006520_P001	g3321.t1
OG0001225	Wa8730a009g001240_P001	g3330.t1, g5763.t1
OG0001226	Wa8730a001g006640_P002, Wa8730a001g006640_P001	g3349.t1
OG0001227	Wa8730a001g006650_P001	g5768.t1, g3352.t1
OG0001228	Wa8730a001g006720_P001, Wa8730a001g006730_P001	g3362.t1
OG0001229	Wa8730a019g001010_P001, Wa8730a001g007110_P001	g3381.t1
OG0001230	Wa8730a001g007100_P001	g7995.t1, g3383.t1
OG0001231	Wa8730a001g007070_P001	g5475.t1, g3393.t1
OG0001232	Wa8730a019g000970_P001	g8009.t1, g3403.t1
OG0001233	Wa8730a001g010380_P001	g3419.t1, g8021.t1
OG0001234	Wa8730a001g010430_P002, Wa8730a001g010430_P001	g3430.t1
OG0001235	Wa8730a014g004010_P001	g3442.t1, g9803.t1
OG0001236	Wa8730a001g010660_P001	g8035.t1, g3452.t1
OG0001237	Wa8730a001g010570_P001	g8037.t1, g3456.t1
OG0001238	Wa8730a001g010800_P001	g3467.t1, g5798.t1
OG0001239	Wa8730a001g010950_P001	g13295.t1, g3481.t1
OG0001240	Wa8730a001g010940_P001	g8047.t1, g3482.t1
OG0001241	Wa8730a001g011880_P002, Wa8730a001g011880_P001	g3515.t1
OG0001242	Wa8730a001g006040_P001	g3670.t1, g3669.t1
OG0001243	Wa8730a005g003920_P001, Wa8730a001g005520_P001	g3733.t1
OG0001244	Wa8730a020g002170_P001, Wa8730a007g002660_P001	g3760.t1
OG0001245	Wa8730a001g005430_P001	g4529.t1, g3762.t1
OG0001247	Wa8730a001g005220_P001	g3792.t1
OG0001248	Wa8730a001g005120_P002, Wa8730a001g005120_P001	g3804.t1
OG0001249	Wa8730a009g003250_P001	g3825.t1, g5690.t1
OG0001250	Wa8730a001g005010_P001, Wa8730a001g005000_P001	g3828.t1
OG0001251	Wa8730a001g004650_P001	g5658.t1, g3883.t1
OG0001253	Wa8730a001g004250_P001	g8431.t1, g3932.t1
OG0001254	Wa8730a001g004140_P001	g3949.t1, g7844.t1
OG0001255	Wa8730a001g004040_P001	g8444.t1, g3960.t1
OG0001256	Wa8730a001g003980_P001	g5636.t1, g3968.t1
OG0001257	Wa8730a001g003680_P001	g4036.t1, g4033.t1
OG0001258	Wa8730a001g003610_P001	g4050.t1, g8372.t1
OG0001259	Wa8730a001g003600_P001	g7817.t1, g4051.t1
OG0001260	Wa8730a013g001340_P001, Wa8730a013g001300_P001	g4079.t1
OG0001261	Wa8730a018g003000_P001	g4121.t1, g8350.t1
OG0001262	Wa8730a001g002400_P001	g8336.t1, g4174.t1
OG0001263	Wa8730a011g002710_P001	g15662.t1, g4177.t1
OG0001264	Wa8730a001g001530_P002, Wa8730a001g001530_P001	g4276.t1
OG0001265	Wa8730a001g001510_P001	g4277.t1, g4279.t1
OG0001266	Wa8730a001g001520_P002, Wa8730a001g001520_P001	g4278.t1
OG0001267	Wa8730a001g001330_P001	g4316.t1, g7700.t1
OG0001268	Wa8730a001g001130_P001	g4341.t1, g4340.t1
OG0001269	Wa8730a006g003270_P001, Wa8730a006g003310_P001	g4344.t1
OG0001270	Wa8730a001g001210_P001	g4353.t1, g7641.t1
OG0001271	Wa8730a018g003540_P001	g4354.t1, g8266.t1
OG0001272	Wa8730a001g001070_P001, Wa8730a001g001100_P001	g4363.t1
OG0001273	Wa8730a001g000440_P002, Wa8730a001g000440_P001	g4451.t1
OG0001274	Wa8730a009g003940_P001	g5410.t1, g4458.t1
OG0001275	Wa8730a001g000380_P001	g4460.t1, g8214.t1
OG0001276	Wa8730a001g000140_P001	g4505.t1, g5349.t1
OG0001277	Wa8730a001g000080_P001	g4508.t1, g5347.t1
OG0001278	Wa8730a001g004530_P001	g15414.t1, g15415.t1, g4526.t1
OG0001279	Wa8730a009g005220_P002, Wa8730a009g005220_P001	g4557.t1
OG0001280	Wa8730a003g008710_P001	g16055.t1, g4566.t1
OG0001281	Wa8730a009g005110_P001	g4568.t1, g16050.t1
OG0001282	Wa8730a014g002870_P001	g4576.t1, g9953.t1
OG0001283	Wa8730a009g005360_P001, Wa8730a015g004970_P001	g4622.t1
OG0001284	Wa8730a014g001930_P001	g10204.t1, g4627.t1
OG0001285	Wa8730a009g005640_P001	g16533.t1, g4652.t1
OG0001286	Wa8730a003g005010_P001	g16545.t1, g4656.t1
OG0001287	Wa8730a009g005720_P001	g16646.t1, g4675.t1
OG0001288	Wa8730a009g005820_P001	g16652.t1, g4680.t1
OG0001289	Wa8730a009g005680_P001	g16721.t1, g4696.t1
OG0001290	Wa8730a009g005950_P002, Wa8730a009g005950_P001	g4708.t1
OG0001291	Wa8730a003g001440_P001	g17064.t1, g4712.t1
OG0001292	Wa8730a003g001560_P001	g17042.t1, g4716.t1
OG0001293	Wa8730a009g006060_P001	g4727.t1
OG0001294	Wa8730a009g006190_P001	g16974.t1, g4745.t1
OG0001295	Wa8730a009g006390_P001	g10082.t1, g4762.t1
OG0001296	Wa8730a009g006380_P001	g4764.t1, g16874.t1
OG0001297	Wa8730a009g006580_P001	g4790.t1
OG0001298	Wa8730a003g001290_P001	g17075.t1, g4796.t1
OG0001299	Wa8730a009g006850_P001	g17168.t1, g4837.t1
OG0001300	Wa8730a003g000470_P001	g17240.t1, g4859.t1
OG0001301	Wa8730a014g004360_P001	g4861.t1, g9740.t1
OG0001302	Wa8730a009g007150_P001	g17264.t1, g4868.t1
OG0001303	Wa8730a020g003200_P001	g4902.t1
OG0001303	Wa8730a020g003190_P001	g4903.t1
OG0001304	Wa8730a020g003090_P001, Wa8730a004g000510_P001	g4919.t1
OG0001305	Wa8730a020g003040_P001	g10682.t1, g4921.t1
OG0001306	Wa8730a006g005480_P001	g4955.t1, g10669.t1
OG0001307	Wa8730a007g001630_P001	g10760.t1, g4991.t1
OG0001308	Wa8730a020g002580_P001	g12777.t1, g5000.t1
OG0001309	Wa8730a006g002530_P001	g5005.t1, g13460.t1
OG0001310	Wa8730a020g002380_P001	g5022.t1
OG0001310	Wa8730a020g002390_P001	g5023.t1
OG0001311	Wa8730a007g002520_P001	g10847.t1, g5028.t1
OG0001312	Wa8730a020g002100_P001	g5041.t1, g5039.t1
OG0001313	Wa8730a020g002180_P002, Wa8730a020g002180_P001	g5061.t1
OG0001314	Wa8730a007g005310_P001	g5072.t1, g11280.t1
OG0001315	Wa8730a007g004280_P001	g5099.t1, g11101.t1
OG0001316	Wa8730a020g001850_P003, Wa8730a020g001850_P001, Wa8730a020g001850_P002	g5116.t1
OG0001317	Wa8730a020g001620_P001	g5119.t1, g5120.t1
OG0001318	Wa8730a020g001470_P001	g19049.t1, g5144.t1
OG0001319	Wa8730a020g001330_P001	g5155.t1, g5152.t1
OG0001320	Wa8730a007g007730_P001	g5180.t1
OG0001321	Wa8730a007g001300_P001	g5218.t1, g13243.t1
OG0001322	Wa8730a020g000420_P001, Wa8730a007g006990_P001	g5224.t1
OG0001323	Wa8730a020g000830_P001	g5266.t1
OG0001324	Wa8730a007g008520_P001	g11668.t1, g5273.t1
OG0001325	Wa8730a020g001060_P001, Wa8730a020g001070_P001	g5304.t1
OG0001327	Wa8730a007g006400_P001	g11381.t1, g5326.t1
OG0001328	Wa8730a019g003850_P001	g5335.t1, g7551.t1
OG0001329	Wa8730a009g004250_P001	g8242.t1, g5361.t1
OG0001330	Wa8730a009g004120_P002, Wa8730a009g004120_P001	g5389.t1
OG0001331	Wa8730a009g003570_P001	g5466.t1
OG0001333	Wa8730a009g001880_P001	g5513.t1
OG0001334	Wa8730a009g001970_P001	g5525.t1, g5527.t1
OG0001335	Wa8730a009g002070_P001	g5540.t1
OG0001336	Wa8730a018g002960_P001	g8343.t1
OG0001336	Wa8730a009g002240_P001	g5575.t1
OG0001337	Wa8730a009g002470_P001	g5601.t1, g8379.t1
OG0001338	Wa8730a009g002580_P001, Wa8730a009g002630_P001	g5618.t1
OG0001339	Wa8730a018g002250_P001	g8434.t1, g5650.t1
OG0001340	Wa8730a009g002920_P001, Wa8730a009g002930_P001	g5667.t1
OG0001341	Wa8730a009g003050_P001	g5679.t1, g8492.t1
OG0001342	Wa8730a009g003430_P002, Wa8730a009g003430_P001	g5715.t1
OG0001343	Wa8730a009g003480_P001, Wa8730a009g003480_P002	g5722.t1
OG0001344	Wa8730a009g001260_P001	g8585.t1, g5756.t1
OG0001345	Wa8730a009g000760_P001	g8017.t1, g5780.t1
OG0001346	Wa8730a002g008280_P001	g17619.t1, g5814.t1
OG0001347	Wa8730a018g000550_P001, Wa8730a009g000890_P001	g5816.t1
OG0001348	Wa8730a009g000580_P001	g5824.t1
OG0001349	Wa8730a009g000510_P001	g8081.t1, g5846.t1
OG0001350	Wa8730a007g006680_P001	g5864.t1, g5884.t1
OG0001351	Wa8730a018g000230_P001	g8711.t1, g5868.t1
OG0001352	Wa8730a009g000020_P001	g5894.t1, g8753.t1
OG0001353	Wa8730a017g000710_P001	g5970.t1, g5968.t1
OG0001354	Wa8730a017g000730_P001	g15727.t1, g5972.t1
OG0001355	Wa8730a017g000880_P001, Wa8730a017g000900_P001	g5978.t1
OG0001356	Wa8730a017g001080_P001	g6025.t1, g11933.t1
OG0001357	Wa8730a002g001620_P001	g6066.t1, g18469.t1
OG0001358	Wa8730a013g001780_P001	g6083.t1, g12016.t1
OG0001359	Wa8730a013g001960_P001	g11999.t1, g6105.t1
OG0001360	Wa8730a013g002280_P001	g11967.t1, g6131.t1
OG0001361	Wa8730a002g002880_P001	g18284.t1
OG0001361	Wa8730a017g001890_P001	g6135.t1
OG0001362	Wa8730a002g003150_P001	g6142.t1, g6143.t1, g18253.t1
OG0001363	Wa8730a002g003810_P001	g18182.t1
OG0001363	Wa8730a017g002130_P001	g6161.t1
OG0001364	Wa8730a017g002290_P001	g6183.t1
OG0001365	Wa8730a017g002430_P001	g9578.t1, g6204.t1
OG0001366	Wa8730a002g004510_P001	g18064.t1, g6206.t1
OG0001367	Wa8730a017g002700_P001	g6223.t1, g12183.t1
OG0001368	Wa8730a013g002940_P001	g12210.t1, g6229.t1
OG0001369	Wa8730a014g006100_P001	g9515.t1, g6238.t1
OG0001370	Wa8730a014g006200_P001	g6239.t1, g9517.t1
OG0001371	Wa8730a017g003130_P001	g6278.t1, g12977.t1
OG0001372	Wa8730a002g008240_P001	g6335.t1, g17624.t1
OG0001373	Wa8730a013g004550_P001	g6340.t1
OG0001374	Wa8730a004g000380_P001	g6363.t1
OG0001375	Wa8730a017g003580_P001	g6373.t1, g17540.t1
OG0001376	Wa8730a004g000300_P001	g6391.t1
OG0001377	Wa8730a006g002350_P001, Wa8730a004g000310_P001	g6392.t1
OG0001378	Wa8730a014g006970_P001	g9311.t1, g6411.t1
OG0001379	Wa8730a013g005560_P001	g12455.t1, g6412.t1
OG0001380	Wa8730a013g005640_P001	g12461.t1, g6417.t1
OG0001381	Wa8730a006g000760_P001	g12817.t1, g6484.t1
OG0001382	Wa8730a006g000460_P001	g6511.t1, g6512.t1
OG0001383	Wa8730a006g000870_P001, Wa8730a006g000870_P002, Wa8730a006g000870_P003	g6526.t1
OG0001385	Wa8730a010g003030_P001	g6580.t1, g6652.t1
OG0001386	Wa8730a001g010420_P001, Wa8730a010g003150_P001	g6629.t1
OG0001387	Wa8730a010g002760_P001, Wa8730a010g002770_P001	g6691.t1
OG0001388	Wa8730a014g004170_P001	g6751.t1, g9784.t1
OG0001389	Wa8730a010g002250_P001	g6761.t1
OG0001390	Wa8730a010g001900_P001	g6804.t1
OG0001391	Wa8730a001g002820_P001, Wa8730a017g004020_P001	g6821.t1
OG0001393	Wa8730a010g001490_P002, Wa8730a010g001490_P001	g6854.t1
OG0001394	Wa8730a010g001470_P001, Wa8730a010g001320_P001, Wa8730a00Ug000130_P001	g6856.t1
OG0001395	Wa8730a010g001380_P001, Wa8730a008g004080_P001	g6865.t1
OG0001396	Wa8730a010g000760_P001	g6949.t1
OG0001397	Wa8730a010g000300_P001	g7011.t1, g7012.t1
OG0001398	Wa8730a006g004480_P001	g7051.t1, g13261.t1
OG0001399	Wa8730a010g003850_P002, Wa8730a010g003850_P003, Wa8730a010g003850_P001	g7109.t1
OG0001400	Wa8730a010g003940_P001	g9176.t1, g7116.t1
OG0001401	Wa8730a010g004060_P001	g7151.t1, g7152.t1
OG0001402	Wa8730a020g001520_P001, Wa8730a010g004240_P001	g7163.t1
OG0001403	Wa8730a010g004390_P001, Wa8730a012g001530_P001	g7192.t1
OG0001404	Wa8730a010g004500_P001	g15440.t1, g7205.t1
OG0001405	Wa8730a010g004690_P001	g7224.t1, g19084.t1
OG0001406	Wa8730a015g004330_P001	g13757.t1, g7227.t1
OG0001407	Wa8730a010g004870_P001, Wa8730a011g004520_P001	g7258.t1
OG0001408	Wa8730a010g005130_P001, Wa8730a010g000770_P001	g7285.t1
OG0001409	Wa8730a015g003000_P001	g7292.t1, g13914.t1
OG0001410	Wa8730a010g005270_P001	g7301.t1, g15361.t1
OG0001411	Wa8730a010g005940_P001	g7377.t1, g7378.t1
OG0001412	Wa8730a015g001890_P001	g7388.t1, g14090.t1
OG0001413	Wa8730a010g005740_P001, Wa8730a010g005710_P001	g7407.t1
OG0001414	Wa8730a015g001380_P001	g14153.t1, g7418.t1
OG0001415	Wa8730a010g006580_P001	g14204.t1, g7467.t1
OG0001416	Wa8730a010g006160_P001, Wa8730a010g006090_P001	g7488.t1
OG0001417	Wa8730a010g006300_P001	g7508.t1, g15169.t1
OG0001419	Wa8730a002g003640_P001, Wa8730a005g004190_P001	g7572.t1
OG0001420	Wa8730a014g001710_P001, Wa8730a014g001710_P002	g7577.t1
OG0001421	Wa8730a004g005990_P001	g9072.t1, g7595.t1
OG0001422	Wa8730a019g003430_P002, Wa8730a019g003430_P001	g7614.t1
OG0001423	Wa8730a019g003280_P001	g7630.t1, g7629.t1
OG0001424	Wa8730a017g002490_P001	g7715.t1, g14484.t1, g7779.t1
OG0001425	Wa8730a019g002330_P001, Wa8730a019g002320_P001	g7780.t1
OG0001426	Wa8730a018g003110_P001	g8386.t1, g7798.t1
OG0001427	Wa8730a006g005240_P001	g10653.t1, g7806.t1
OG0001428	Wa8730a019g002180_P001, Wa8730a002g010260_P001	g7830.t1
OG0001429	Wa8730a019g002020_P001	g7852.t1, g7865.t1
OG0001430	Wa8730a019g001960_P001	g7859.t1
OG0001431	Wa8730a019g001600_P001	g8527.t1, g7919.t1
OG0001432	Wa8730a019g001490_P001, Wa8730a019g001490_P002	g7931.t1
OG0001433	Wa8730a019g001260_P001	g11045.t1, g7942.t1
OG0001434	Wa8730a019g001110_P001	g7969.t1, g7970.t1
OG0001435	Wa8730a019g001170_P003, Wa8730a019g001170_P001, Wa8730a019g001170_P002	g7974.t1
OG0001436	Wa8730a019g000900_P001	g16746.t1, g8015.t1
OG0001437	Wa8730a019g000710_P001	g8042.t1, g8041.t1
OG0001438	Wa8730a019g000090_P001	g8135.t1, g8732.t1
OG0001439	Wa8730a018g003440_P001	g8147.t1, g8180.t1
OG0001440	Wa8730a018g003570_P001	g8199.t1
OG0001440	Wa8730a018g003560_P001	g8167.t1
OG0001441	Wa8730a018g003450_P001, Wa8730a018g003700_P001	g8206.t1
OG0001442	Wa8730a018g003870_P001, Wa8730a018g003870_P002	g8235.t1
OG0001444	Wa8730a018g002600_P001, Wa8730a018g002700_P001	g8291.t1
OG0001445	Wa8730a018g003190_P002, Wa8730a018g003190_P001	g8385.t1
OG0001446	Wa8730a018g002170_P001, Wa8730a018g002170_P002	g8442.t1
OG0001447	Wa8730a018g001500_P001, Wa8730a018g001510_P001	g8531.t1
OG0001448	Wa8730a009g001510_P001	g8564.t1
OG0001449	Wa8730a008g003650_P001	g8583.t1, g12986.t1
OG0001450	Wa8730a018g001020_P001	g8625.t1
OG0001451	Wa8730a018g000460_P001, Wa8730a018g000380_P001	g8684.t1
OG0001452	Wa8730a020g003240_P001	g9272.t1, g8758.t1
OG0001453	Wa8730a004g007630_P001, Wa8730a004g007640_P001	g8858.t1
OG0001454	Wa8730a004g007450_P001	g8872.t1
OG0001455	Wa8730a012g001210_P001, Wa8730a004g006790_P001	g8915.t1
OG0001456	Wa8730a004g007040_P002, Wa8730a004g007040_P001	g8949.t1, g8948.t1
OG0001457	Wa8730a004g006140_P001	g8981.t1
OG0001457	Wa8730a004g006210_P001	g8980.t1
OG0001458	Wa8730a004g006500_P001, Wa8730a004g006470_P001	g9008.t1
OG0001459	Wa8730a004g006610_P001, Wa8730a004g006610_P002	g9032.t1
OG0001460	Wa8730a004g006330_P002, Wa8730a004g006330_P001	g9066.t1
OG0001461	Wa8730a003g008360_P001	g9077.t1, g16100.t1
OG0001462	Wa8730a004g005820_P001, Wa8730a005g007270_P001	g9094.t1
OG0001463	Wa8730a004g005520_P001	g9142.t1, g9140.t1
OG0001464	Wa8730a006g003520_P001	g9148.t1
OG0001465	Wa8730a017g000430_P001	g9198.t1, g15940.t1
OG0001466	Wa8730a017g000060_P001	g15955.t1, g9208.t1
OG0001467	Wa8730a017g000210_P001	g9225.t1, g9226.t1
OG0001468	Wa8730a017g000200_P001	g9229.t1, g9230.t1, g9231.t1
OG0001469	Wa8730a014g003460_P001	g9244.t1, g9887.t1
OG0001470	Wa8730a008g004610_P001	g9250.t1, g9260.t1, g12740.t1
OG0001471	Wa8730a014g007550_P001	g9277.t1
OG0001472	Wa8730a002g010340_P001	g9293.t1, g17354.t1
OG0001473	Wa8730a014g000120_P001, Wa8730a014g000130_P001	g9299.t1
OG0001474	Wa8730a002g010010_P001	g9320.t1, g17515.t1
OG0001475	Wa8730a014g007080_P001	g9326.t1, g17487.t1
OG0001476	Wa8730a014g007090_P001	g9327.t1, g12427.t1
OG0001477	Wa8730a014g007210_P001	g15909.t1, g9343.t1
OG0001478	Wa8730a013g005210_P001	g9349.t1, g12412.t1
OG0001479	Wa8730a014g007340_P001	g9361.t1, g17434.t1
OG0001480	Wa8730a014g006870_P001	g9367.t1, g17416.t1
OG0001481	Wa8730a014g006960_P001	g17555.t1, g9387.t1
OG0001482	Wa8730a002g008450_P001	g9400.t1, g17592.t1
OG0001483	Wa8730a014g006590_P001, Wa8730a014g006600_P001	g9406.t1
OG0001484	Wa8730a014g006860_P002, Wa8730a014g006860_P001	g9437.t1
OG0001485	Wa8730a014g006010_P001	g17893.t1, g9497.t1
OG0001486	Wa8730a014g005870_P001	g12186.t1, g9541.t1
OG0001487	Wa8730a014g005660_P001	g18034.t1, g9556.t1
OG0001488	Wa8730a014g005600_P002, Wa8730a014g005600_P001	g9575.t1
OG0001489	Wa8730a014g005490_P001	g9594.t1, g12116.t1
OG0001490	Wa8730a014g005210_P001	g9646.t1, g9645.t1
OG0001492	Wa8730a014g005040_P001, Wa8730a014g005060_P001	g9660.t1
OG0001493	Wa8730a002g003080_P001	g18275.t1, g9662.t1
OG0001494	Wa8730a014g004930_P001, Wa8730a014g004930_P002	g9677.t1
OG0001496	Wa8730a014g004750_P001	g9701.t1, g18374.t1
OG0001497	Wa8730a014g004280_P001, Wa8730a014g004290_P001	g9764.t1
OG0001498	Wa8730a014g004100_P001	g9786.t1, g9787.t1
OG0001499	Wa8730a011g001770_P001	g9830.t1, g15763.t1
OG0001500	Wa8730a014g003770_P001, Wa8730a014g003770_P002	g9842.t1
OG0001501	Wa8730a011g002140_P001	g9847.t1, g15722.t1
OG0001502	Wa8730a003g006060_P001	g16397.t1, g9888.t1
OG0001503	Wa8730a006g007110_P001	g9910.t1, g10370.t1
OG0001504	Wa8730a014g003090_P001	g9929.t1
OG0001505	Wa8730a014g000320_P001	g17169.t1, g10001.t1
OG0001506	Wa8730a014g000500_P001	g17148.t1, g10012.t1
OG0001507	Wa8730a003g001210_P001	g17097.t1, g10026.t1
OG0001508	Wa8730a014g000650_P001	g10032.t1, g17023.t1
OG0001509	Wa8730a003g001870_P001	g16990.t1, g10049.t1
OG0001510	Wa8730a003g002080_P001	g10064.t1, g16948.t1, g16950.t1
OG0001511	Wa8730a007g002790_P001	g10117.t1, g10933.t1
OG0001512	Wa8730a003g004410_P001	g10152.t1, g16632.t1
OG0001513	Wa8730a014g001640_P001	g10156.t1
OG0001514	Wa8730a003g004810_P001	g10176.t1, g16566.t1
OG0001515	Wa8730a014g001820_P001	g10182.t1, g16552.t1
OG0001516	Wa8730a014g002080_P002, Wa8730a014g002080_P001	g10223.t1
OG0001517	Wa8730a014g002290_P001	g16166.t1, g10250.t1
OG0001518	Wa8730a014g002250_P002, Wa8730a014g002250_P001	g10267.t1
OG0001519	Wa8730a006g007400_P001	g10327.t1, g10328.t1
OG0001520	Wa8730a006g007450_P001, Wa8730a016g004690_P001	g10334.t1
OG0001521	Wa8730a002g007560_P001, Wa8730a006g007040_P001	g10336.t1
OG0001522	Wa8730a006g007160_P001	g15058.t1, g10342.t1
OG0001523	Wa8730a006g007240_P001	g15053.t1, g10352.t1
OG0001524	Wa8730a006g007070_P001	g16270.t1, g10363.t1
OG0001525	Wa8730a017g000160_P001, Wa8730a006g007090_P001	g10365.t1
OG0001526	Wa8730a012g003720_P001, Wa8730a006g006970_P001	g10372.t1
OG0001527	Wa8730a016g003900_P001	g14987.t1, g10382.t1
OG0001528	Wa8730a006g006880_P001, Wa8730a009g000200_P001	g10392.t1
OG0001529	Wa8730a003g007580_P001, Wa8730a006g006660_P001	g10414.t1
OG0001530	Wa8730a006g006570_P001, Wa8730a003g005680_P001	g10426.t1
OG0001531	Wa8730a016g002330_P001	g14745.t1, g10428.t1
OG0001532	Wa8730a016g002450_P001	g10434.t1, g14760.t1
OG0001533	Wa8730a006g006490_P001	g10440.t1
OG0001533	Wa8730a006g006470_P001	g10439.t1
OG0001534	Wa8730a016g002260_P001	g10450.t1, g14739.t1
OG0001535	Wa8730a006g006430_P001	g10451.t1, g14733.t1
OG0001536	Wa8730a016g002010_P001	g14698.t1, g10463.t1
OG0001537	Wa8730a006g006250_P002, Wa8730a006g006250_P001	g10466.t1
OG0001538	Wa8730a006g006140_P001	g10475.t1, g10472.t1
OG0001539	Wa8730a006g006170_P001, Wa8730a006g006120_P001	g10479.t1
OG0001540	Wa8730a006g005780_P001, Wa8730a006g005770_P001	g10493.t1
OG0001541	Wa8730a006g005810_P001	g10505.t1
OG0001542	Wa8730a006g005740_P002, Wa8730a006g005740_P001	g10525.t1
OG0001543	Wa8730a006g005640_P001, Wa8730a006g005640_P002	g10539.t1
OG0001544	Wa8730a006g004820_P001, Wa8730a013g002500_P001	g10604.t1
OG0001546	Wa8730a006g005380_P001, Wa8730a006g005380_P002	g10638.t1
OG0001547	Wa8730a006g005260_P001, Wa8730a006g005260_P002	g10642.t1
OG0001548	Wa8730a007g001550_P001	g12891.t1, g10746.t1
OG0001549	Wa8730a007g001890_P001	g13453.t1, g10782.t1
OG0001550	Wa8730a007g001920_P001	g10787.t1
OG0001550	Wa8730a015g003510_P001	g13876.t1
OG0001551	Wa8730a007g002070_P001	g13439.t1, g10802.t1
OG0001552	Wa8730a007g002710_P001	g10882.t1, g10880.t1
OG0001554	Wa8730a007g002940_P001, Wa8730a012g002180_P001	g10964.t1
OG0001555	Wa8730a006g003490_P001, Wa8730a007g003030_P001	g10976.t1
OG0001556	Wa8730a005g001030_P001, Wa8730a005g001040_P001	g10978.t1
OG0001557	Wa8730a006g003460_P001	g10984.t1, g13380.t1
OG0001558	Wa8730a007g003210_P001	g10991.t1, g13377.t1
OG0001560	Wa8730a007g004420_P002, Wa8730a007g004420_P001	g11139.t1
OG0001561	Wa8730a00Ug000160_P001, Wa8730a00Ug000160_P002	g11179.t1
OG0001562	Wa8730a007g004660_P002, Wa8730a007g004660_P001	g11184.t1
OG0001563	Wa8730a007g004690_P001, Wa8730a007g004690_P002	g11192.t1
OG0001564	Wa8730a012g001800_P001, Wa8730a007g004740_P001	g11193.t1
OG0001565	Wa8730a006g004210_P001	g13284.t1, g11313.t1
OG0001566	Wa8730a007g005840_P001	g11330.t1
OG0001567	Wa8730a006g004380_P001	g11332.t1, g13269.t1
OG0001568	Wa8730a007g007640_P001	g11560.t1, g13199.t1
OG0001569	Wa8730a007g000560_P001	g11593.t1, g13214.t1
OG0001570	Wa8730a007g001430_P001	g13232.t1, g11616.t1
OG0001571	Wa8730a007g007960_P001	g11625.t1
OG0001571	Wa8730a007g007980_P001	g11624.t1
OG0001572	Wa8730a007g008690_P001, Wa8730a007g000390_P001	g11653.t1
OG0001573	Wa8730a007g008700_P001	g11674.t1, g13147.t1
OG0001574	Wa8730a007g008400_P001	g11692.t1
OG0001575	Wa8730a007g008210_P002, Wa8730a007g008210_P001	g11720.t1
OG0001576	Wa8730a007g008790_P001, Wa8730a020g000090_P001	g11735.t1
OG0001578	Wa8730a004g001460_P001, Wa8730a014g003780_P001	g11856.t1
OG0001579	Wa8730a013g001080_P001	g11884.t1, g11883.t1
OG0001580	Wa8730a013g001190_P001, Wa8730a013g001190_P002	g11895.t1
OG0001581	Wa8730a013g001220_P002, Wa8730a013g001220_P001	g11921.t1
OG0001582	Wa8730a013g001500_P001	g11945.t1, g18517.t1
OG0001583	Wa8730a002g002820_P001	g11969.t1, g18291.t1
OG0001584	Wa8730a013g004040_P001	g12274.t1, g11972.t1
OG0001585	Wa8730a013g002170_P001	g18325.t1, g11981.t1
OG0001586	Wa8730a002g001840_P001	g12056.t1, g18491.t1
OG0001587	Wa8730a013g002820_P001, Wa8730a013g002830_P001	g12113.t1
OG0001588	Wa8730a013g002870_P001, Wa8730a013g002860_P001	g12130.t1
OG0001589	Wa8730a002g004520_P001	g18063.t1, g12141.t1
OG0001590	Wa8730a013g003160_P001	g12146.t1, g12149.t1
OG0001591	Wa8730a013g003280_P001, Wa8730a013g003210_P001	g12162.t1
OG0001592	Wa8730a002g004790_P001	g12174.t1, g18023.t1
OG0001593	Wa8730a003g000220_P001, Wa8730a013g003510_P001	g12185.t1
OG0001594	Wa8730a013g002930_P001	g17959.t1, g12213.t1
OG0001595	Wa8730a013g004340_P001	g12309.t1, g17722.t1
OG0001596	Wa8730a013g004470_P001	g12322.t1, g17696.t1
OG0001597	Wa8730a002g008040_P001	g12337.t1, g12336.t1
OG0001598	Wa8730a002g008080_P001	g12338.t1, g17640.t1
OG0001599	Wa8730a002g008810_P001, Wa8730a013g004940_P001	g12364.t1
OG0001600	Wa8730a013g004850_P001, Wa8730a013g004860_P001	g12383.t1
OG0001601	Wa8730a013g005330_P001, Wa8730a013g005330_P002	g12424.t1
OG0001602	Wa8730a013g005460_P001	g12449.t1, g12451.t1
OG0001603	Wa8730a013g005800_P001	g12482.t1, g12486.t1
OG0001604	Wa8730a002g010540_P001	g17326.t1, g12513.t1
