Orthogroup	Sp9509_oxford_v3.proteins	wa8730.asm201904v2.ann1.proteins
OG0002154	Sp16g00691	Wa8730a006g000200_P001
OG0002155	Sp16g00679	Wa8730a006g000250_P001
OG0002156	Sp16g00631	Wa8730a006g000570_P001, Wa8730a006g000570_P002
OG0002157	Sp16g00622	Wa8730a006g000550_P001
OG0002158	Sp16g00617	Wa8730a006g000490_P001
OG0002159	Sp16g00613	Wa8730a006g000500_P001, Wa8730a006g000500_P002
OG0002160	Sp16g00610, Sp16g00607	Wa8730a006g000810_P001
OG0002161	Sp05g00624	Wa8730a003g000640_P001
OG0002162	Sp05g00622	Wa8730a010g003810_P001
OG0002163	Sp05g00599, Sp05g00598	Wa8730a010g003680_P001
OG0002164	Sp05g00580	Wa8730a010g003640_P001, Wa8730a010g003640_P002
OG0002165	Sp18g00274	Wa8730a016g003210_P001
OG0002166	Sp05g00567	Wa8730a010g003430_P001
OG0002167	Sp05g00556	Wa8730a005g007990_P001, Wa8730a010g003500_P001
OG0002168	Sp05g00546	Wa8730a010g003310_P001
OG0002169	Sp05g00543	Wa8730a010g003250_P001, Wa8730a010g003250_P002
OG0002170	Sp05g00539	Wa8730a016g001080_P001
OG0002171	Sp05g00531	Wa8730a010g003170_P001
OG0002172	Sp05g00517	Wa8730a010g003130_P001, Wa8730a010g003130_P002
OG0002173	Sp05g00485	Wa8730a010g002920_P001
OG0002174	Sp05g00484	Wa8730a010g002850_P001
OG0002175	Sp05g00457	Wa8730a010g002740_P001
OG0002176	Sp05g00434	Wa8730a010g002700_P001, Wa8730a010g002700_P002
OG0002177	Sp05g00422	Wa8730a012g004220_P001, Wa8730a010g002640_P001
OG0002178	Sp05g00386	Wa8730a010g002160_P001
OG0002179	Sp05g00354	Wa8730a010g002280_P001, Wa8730a004g006860_P001
OG0002180	Sp05g00329	Wa8730a010g002350_P001
OG0002181	Sp05g00294, Sp05g00293	Wa8730a010g001760_P001
OG0002182	Sp05g00244	Wa8730a010g001410_P002, Wa8730a010g001410_P001
OG0002183	Sp05g00199	Wa8730a004g004660_P001, Wa8730a010g001040_P001
OG0002185	Sp05g00081	Wa8730a010g000580_P001
OG0002185	Sp05g00080	Wa8730a010g000560_P001
OG0002186	Sp19g00094	Wa8730a010g000550_P001
OG0002187	Sp05g00068	Wa8730a010g000500_P001
OG0002188	Sp05g00066, Sp05g00028	Wa8730a010g000380_P001
OG0002189	Sp05g00060	Wa8730a010g000430_P001
OG0002190	Sp05g00010	Wa8730a001g012550_P001
OG0002191	Sp09g00757	Wa8730a014g002970_P001
OG0002192	Sp05g00636	Wa8730a010g003900_P001
OG0002193	Sp05g00637	Wa8730a010g003890_P001
OG0002194	Sp05g00645	Wa8730a010g003960_P001
OG0002195	Sp05g00646	Wa8730a010g003950_P001
OG0002196	Sp05g00650	Wa8730a010g003980_P001
OG0002197	Sp05g00655	Wa8730a010g003990_P001
OG0002198	Sp18g00497, Sp18g00498	Wa8730a016g001670_P001
OG0002199	Sp05g00667	Wa8730a001g009880_P001
OG0002200	Sp05g00675, Sp05g00674	Wa8730a010g004030_P001
OG0002201	Sp05g00687	Wa8730a010g004050_P001, Wa8730a015g006260_P001
OG0002202	Sp05g00709	Wa8730a014g000300_P001
OG0002203	Sp05g00737	Wa8730a015g004520_P001
OG0002204	Sp05g00762	Wa8730a004g005960_P001
OG0002205	Sp05g00777	Wa8730a010g004800_P001, Wa8730a010g004800_P002
OG0002206	Sp05g00780	Wa8730a015g003730_P001
OG0002207	Sp05g00784	Wa8730a010g004880_P002, Wa8730a010g004880_P001
OG0002208	Sp05g00790	Wa8730a010g004920_P001, Wa8730a010g004940_P001
OG0002210	Sp05g00810	Wa8730a010g005150_P001
OG0002211	Sp05g00900	Wa8730a010g005980_P001, Wa8730a001g008080_P001
OG0002212	Sp05g00908	Wa8730a010g005760_P001
OG0002213	Sp05g00928	Wa8730a010g005880_P001, Wa8730a015g001790_P001
OG0002214	Sp05g00929, Sp11g00847	Wa8730a010g005900_P001
OG0002216	Sp15g00277, Sp05g01036	Wa8730a001g009180_P001
OG0002217	Sp05g01042	Wa8730a010g006250_P001
OG0002218	Sp05g01080	Wa8730a010g006790_P001
OG0002219	Sp06g00646	Wa8730a019g003780_P001
OG0002220	Sp06g00642, Sp06g00641	Wa8730a019g003760_P001
OG0002221	Sp06g00592	Wa8730a019g003440_P001
OG0002222	Sp06g00580	Wa8730a019g003360_P001, Wa8730a004g007340_P001
OG0002223	Sp06g00551	Wa8730a019g003240_P001, Wa8730a019g003240_P002
OG0002224	Sp06g00541	Wa8730a019g003080_P001
OG0002225	Sp06g00531, Sp06g00530	Wa8730a019g003030_P001
OG0002226	Sp06g00507	Wa8730a019g002790_P001
OG0002227	Sp06g00501	Wa8730a008g000100_P001
OG0002228	Sp06g00482, Sp06g00480	Wa8730a019g002870_P001
OG0002229	Sp06g00472	Wa8730a008g004850_P001
OG0002230	Sp06g00454	Wa8730a019g002690_P001
OG0002231	Sp06g00430	Wa8730a019g002590_P001
OG0002232	Sp06g00405	Wa8730a019g002410_P001
OG0002233	Sp06g00392	Wa8730a008g001330_P001
OG0002234	Sp06g00388	Wa8730a019g002540_P002, Wa8730a019g002540_P001
OG0002235	Sp06g00309	Wa8730a019g001820_P001, Wa8730a014g004880_P001
OG0002236	Sp06g00249	Wa8730a019g001240_P001
OG0002238	Sp06g00239	Wa8730a019g001310_P001, Wa8730a019g001300_P001
OG0002239	Sp06g00211	Wa8730a019g001410_P001
OG0002240	Sp06g00133	Wa8730a019g000810_P001
OG0002241	Sp01g01622, Sp06g00103	Wa8730a019g000610_P001
OG0002242	Sp06g00072	Wa8730a019g000570_P001
OG0002243	Sp06g00067, Sp06g00068	Wa8730a019g000480_P001
OG0002244	Sp06g00049	Wa8730a019g000440_P001, Wa8730a019g000440_P002
OG0002245	Sp06g00036	Wa8730a019g000280_P001, Wa8730a019g000290_P001
OG0002246	Sp06g00663	Wa8730a018g003410_P001
OG0002247	Sp06g00666	Wa8730a018g003400_P001
OG0002248	Sp06g00667	Wa8730a018g003430_P001
OG0002249	Sp01g00589, Sp06g00669	Wa8730a001g000930_P001
OG0002250	Sp06g00671	Wa8730a018g003470_P001
OG0002251	Sp06g00673	Wa8730a018g003480_P001
OG0002252	Sp06g00677	Wa8730a018g003500_P001
OG0002253	Sp06g00682	Wa8730a018g003520_P001
OG0002254	Sp06g00683	Wa8730a018g003530_P001
OG0002255	Sp06g00685	Wa8730a018g003310_P001
OG0002256	Sp06g00688	Wa8730a018g003600_P001
OG0002257	Sp06g00692	Wa8730a018g003620_P001
OG0002258	Sp06g00696	Wa8730a018g003630_P001
OG0002259	Sp06g00729	Wa8730a018g003820_P001
OG0002260	Sp06g00769	Wa8730a018g003360_P001, Wa8730a018g003360_P002
OG0002261	Sp06g00826	Wa8730a018g003280_P001
OG0002262	Sp12g00447	Wa8730a015g003480_P001
OG0002264	Sp06g00846	Wa8730a018g002900_P001
OG0002265	Sp06g00852	Wa8730a018g002880_P001
OG0002266	Sp06g00894	Wa8730a018g003120_P001
OG0002267	Sp06g00908, Sp06g00909	Wa8730a018g003060_P001
OG0002268	Sp06g00940	Wa8730a018g002310_P001
OG0002269	Sp06g00947	Wa8730a009g005800_P001
OG0002270	Sp10g00841, Sp06g00986	Wa8730a001g004400_P001
OG0002271	Sp06g00992	Wa8730a018g002030_P001, Wa8730a018g002030_P002
OG0002272	Sp06g00993	Wa8730a018g002020_P001
OG0002273	Sp06g01020	Wa8730a018g001950_P001
OG0002274	Sp06g01103, Sp06g01075	Wa8730a018g001580_P001
OG0002275	Sp10g00927, Sp06g01142	Wa8730a018g001330_P001
OG0002276	Sp12g00782	Wa8730a015g001450_P001
OG0002277	Sp06g01172	Wa8730a018g001180_P001
OG0002278	Sp06g01205	Wa8730a018g000840_P001
OG0002279	Sp06g01251	Wa8730a018g000510_P001, Wa8730a018g000520_P001
OG0002280	Sp06g01270	Wa8730a018g000360_P001
OG0002281	Sp06g01313	Wa8730a018g000100_P001
OG0002282	Sp18g00716, Sp18g00715	Wa8730a016g000150_P001
OG0002283	Sp18g00712	Wa8730a016g000170_P001
OG0002284	Sp04g01225, Sp18g00708	Wa8730a012g005250_P001
OG0002285	Sp11g00482	Wa8730a011g003180_P001
OG0002287	Sp18g00753	Wa8730a016g000050_P001
OG0002288	Sp18g00726	Wa8730a016g000090_P001
OG0002289	Sp19g00191	Wa8730a004g000140_P001
OG0002290	Sp19g00194, Sp19g00193	Wa8730a004g007620_P001
OG0002291	Sp19g00203	Wa8730a004g007690_P001, Wa8730a004g007700_P001
OG0002292	Sp13g00489, Sp19g00235	Wa8730a001g005810_P001
OG0002293	Sp19g00242	Wa8730a004g007310_P001
OG0002294	Sp19g00250	Wa8730a004g006760_P001
OG0002296	Sp19g00292	Wa8730a004g007120_P001
OG0002297	Sp19g00376	Wa8730a004g006240_P001, Wa8730a004g006240_P002
OG0002298	Sp19g00368	Wa8730a004g006180_P001, Wa8730a004g006180_P002
OG0002299	Sp19g00364	Wa8730a004g006110_P001
OG0002300	Sp19g00358	Wa8730a005g006850_P001
OG0002301	Sp19g00347	Wa8730a004g006490_P001, Wa8730a004g006480_P001
OG0002302	Sp19g00331	Wa8730a004g006570_P001
OG0002303	Sp19g00377	Wa8730a004g006250_P001
OG0002304	Sp19g00432	Wa8730a004g005790_P001
OG0002305	Sp19g00439	Wa8730a004g005740_P001
OG0002306	Sp19g00474	Wa8730a004g005500_P001
OG0002308	Sp20g00553, Sp06g01329, Sp20g00554	Wa8730a017g000150_P001
OG0002309	Sp11g00069, Sp20g00570	Wa8730a011g000640_P001
OG0002310	Sp20g00594	Wa8730a007g007490_P001, Wa8730a012g000350_P001
OG0002311	Sp16g00676, Sp16g00677	Wa8730a006g000260_P001
OG0002312	Sp09g00020	Wa8730a014g007460_P002, Wa8730a014g007460_P001
OG0002313	Sp09g00064	Wa8730a014g007100_P001
OG0002314	Sp09g00090	Wa8730a013g005110_P001
OG0002315	Sp09g00103	Wa8730a002g009100_P001
OG0002316	Sp09g00149	Wa8730a014g006620_P002, Wa8730a014g006620_P001
OG0002318	Sp09g00201	Wa8730a014g006340_P002, Wa8730a014g006340_P001
OG0002319	Sp09g00225	Wa8730a014g006260_P002, Wa8730a014g006260_P001
OG0002321	Sp09g00309	Wa8730a014g005750_P001
OG0002322	Sp09g00338	Wa8730a014g005480_P001
OG0002323	Sp09g00345, Sp09g00346	Wa8730a014g005420_P001
OG0002324	Sp09g00385	Wa8730a002g003450_P001
OG0002325	Sp09g00393	Wa8730a014g005270_P001
OG0002326	Sp09g00488	Wa8730a014g004690_P001
OG0002327	Sp09g00499	Wa8730a013g001840_P001
OG0002328	Sp09g00549	Wa8730a014g004250_P002, Wa8730a014g004250_P001
OG0002329	Sp09g00692	Wa8730a014g003510_P001
OG0002330	Sp09g00715	Wa8730a014g002890_P001
OG0002331	Sp09g00727	Wa8730a014g003160_P001
OG0002332	Sp09g00764, Sp09g00763	Wa8730a014g002820_P001
OG0002333	Sp09g00765	Wa8730a014g002790_P001
OG0002334	Sp09g01127	Wa8730a014g000430_P001
OG0002335	Sp09g01126	Wa8730a014g000390_P002, Wa8730a014g000390_P001
OG0002336	Sp09g01104	Wa8730a014g000480_P001, Wa8730a009g000640_P001
OG0002337	Sp09g01096	Wa8730a014g000540_P001
OG0002338	Sp09g01066	Wa8730a014g000690_P001
OG0002339	Sp09g01055	Wa8730a014g000760_P001, Wa8730a014g000730_P001
OG0002340	Sp09g01047, Sp09g01046	Wa8730a014g000860_P001
OG0002341	Sp03g00384	Wa8730a003g002220_P001
OG0002342	Sp09g01026	Wa8730a014g000940_P001
OG0002343	Sp09g01020, Sp09g01021	Wa8730a014g000960_P001
OG0002344	Sp09g01012	Wa8730a014g001090_P002, Wa8730a014g001090_P001
OG0002345	Sp09g01008	Wa8730a014g001040_P001
OG0002346	Sp09g00969, Sp09g00972	Wa8730a014g001260_P001
OG0002347	Sp09g00956	Wa8730a014g001500_P001
OG0002348	Sp09g00868	Wa8730a014g001980_P001
OG0002349	Sp09g00855, Sp09g00854	Wa8730a014g002120_P001
OG0002350	Sp09g00790	Wa8730a008g004060_P001
OG0002351	Sp03g01336	Wa8730a003g008540_P001
OG0002353	Sp04g01433, Sp04g01439	Wa8730a006g006820_P001
OG0002354	Sp04g01371	Wa8730a006g006300_P001
OG0002355	Sp04g01340	Wa8730a006g006150_P001
OG0002356	Sp04g01276	Wa8730a006g005610_P001
OG0002357	Sp04g01275	Wa8730a006g005600_P001
OG0002358	Sp04g01251	Wa8730a006g004630_P001
OG0002359	Sp04g01166	Wa8730a006g005250_P001
OG0002360	Sp04g01117	Wa8730a007g000990_P001
OG0002361	Sp04g01092	Wa8730a007g000910_P001, Wa8730a007g000910_P002
OG0002362	Sp04g01075	Wa8730a006g002380_P001, Wa8730a007g001520_P001
OG0002363	Sp04g01055	Wa8730a007g001530_P001
OG0002364	Sp04g01051	Wa8730a007g001660_P001
OG0002365	Sp04g01026	Wa8730a007g001870_P001
OG0002366	Sp04g00985	Wa8730a007g002150_P001
OG0002367	Sp04g00968	Wa8730a007g002290_P001
OG0002368	Sp04g00967	Wa8730a007g002300_P001
OG0002369	Sp04g00961, Sp04g00962	Wa8730a007g002270_P001
OG0002370	Sp04g00945	Wa8730a007g002530_P001
OG0002371	Sp04g00940	Wa8730a007g002610_P001
OG0002372	Sp04g00922	Wa8730a007g002720_P001
OG0002373	Sp04g00920	Wa8730a007g003280_P001
OG0002374	Sp16g00258	Wa8730a007g003160_P001
OG0002376	Sp04g00771	Wa8730a007g003410_P001
OG0002377	Sp04g00767	Wa8730a007g003660_P001, Wa8730a007g003660_P002
OG0002378	Sp04g00723	Wa8730a007g004010_P001, Wa8730a007g004000_P001
OG0002379	Sp04g00714	Wa8730a007g004140_P001, Wa8730a007g004030_P001
OG0002380	Sp04g00691, Sp04g00690	Wa8730a007g004270_P001
OG0002381	Sp04g00664	Wa8730a007g004360_P001
OG0002382	Sp04g00592	Wa8730a020g002340_P001
OG0002383	Sp04g00561	Wa8730a007g005060_P001
OG0002384	Sp04g00539	Wa8730a007g005230_P001
OG0002385	Sp04g00529	Wa8730a007g005100_P002, Wa8730a007g005100_P001
OG0002386	Sp04g00519	Wa8730a007g005450_P001
OG0002388	Sp04g00463, Sp04g00482	Wa8730a007g005720_P001
OG0002389	Sp04g00447, Sp04g00466	Wa8730a007g005830_P001
OG0002390	Sp04g00408	Wa8730a007g006290_P001
OG0002391	Sp04g00402	Wa8730a007g006360_P001
OG0002392	Sp04g00391	Wa8730a007g006430_P001
OG0002394	Sp04g00351	Wa8730a007g006730_P001
OG0002395	Sp04g00349	Wa8730a007g006740_P001, Wa8730a007g006750_P001
OG0002396	Sp04g00302	Wa8730a007g007040_P001, Wa8730a007g007050_P001
OG0002397	Sp04g00300	Wa8730a007g007060_P001, Wa8730a007g007060_P002
OG0002398	Sp04g00290	Wa8730a007g007120_P001
OG0002399	Sp04g00252	Wa8730a007g007320_P001
OG0002400	Sp04g00155, Sp04g00154	Wa8730a007g008040_P001
OG0002401	Sp04g00136	Wa8730a007g008590_P002, Wa8730a007g008590_P001
OG0002402	Sp04g00116	Wa8730a007g008610_P001
OG0002403	Sp04g00110	Wa8730a007g008640_P001
OG0002404	Sp04g00104	Wa8730a007g008560_P001, Wa8730a007g008540_P001
OG0002405	Sp04g00076	Wa8730a007g008360_P001
OG0002406	Sp04g00062	Wa8730a007g000140_P001
OG0002407	Sp04g00036	Wa8730a007g008850_P001
OG0002408	Sp04g00032, Sp04g00034	Wa8730a007g008830_P001
OG0002409	Sp04g00030	Wa8730a007g009060_P001
OG0002410	Sp14g00750	Wa8730a013g000440_P001
OG0002411	Sp14g00743	Wa8730a013g000590_P002, Wa8730a013g000590_P001
OG0002412	Sp14g00723	Wa8730a013g000470_P001
OG0002413	Sp14g00716	Wa8730a013g000720_P001
OG0002415	Sp14g00690	Wa8730a007g004250_P001, Wa8730a013g000770_P001
OG0002416	Sp14g00666	Wa8730a013g001020_P001, Wa8730a013g001010_P001
OG0002418	Sp14g00620	Wa8730a013g001320_P001, Wa8730a013g001330_P001
OG0002419	Sp14g00614	Wa8730a013g001430_P001, Wa8730a013g001440_P001
OG0002421	Sp14g00602	Wa8730a013g001450_P001
OG0002422	Sp14g00530	Wa8730a013g001860_P001
OG0002423	Sp14g00517	Wa8730a013g001680_P001
OG0002424	Sp02g01057	Wa8730a013g001600_P001
OG0002425	Sp14g00488	Wa8730a013g002420_P001
OG0002426	Sp09g00404, Sp13g00163	Wa8730a013g002430_P001
OG0002427	Sp14g00428	Wa8730a007g006570_P001
OG0002428	Sp02g00720	Wa8730a002g005170_P001
OG0002429	Sp14g00353	Wa8730a013g003050_P001, Wa8730a013g003060_P001
OG0002430	Sp14g00321	Wa8730a013g003650_P001
OG0002431	Sp02g00590, Sp14g00290	Wa8730a013g003910_P001
OG0002432	Sp14g00268	Wa8730a013g004060_P001, Wa8730a013g004070_P001
OG0002433	Sp14g00251	Wa8730a013g004190_P001
OG0002434	Sp14g00239	Wa8730a013g004230_P002, Wa8730a013g004230_P003
OG0002435	Sp14g00238	Wa8730a013g004280_P001, Wa8730a013g004280_P002
OG0002436	Sp14g00222	Wa8730a013g004390_P001
OG0002437	Sp02g00352	Wa8730a013g004610_P001
OG0002438	Sp14g00163	Wa8730a013g005050_P001, Wa8730a013g005040_P001
OG0002439	Sp14g00125	Wa8730a013g005180_P001
OG0002440	Sp14g00122	Wa8730a013g005240_P001
OG0002441	Sp14g00114, Sp14g00113	Wa8730a013g005510_P001
OG0002442	Sp02g00153	Wa8730a002g009620_P001
OG0002443	Sp14g00087	Wa8730a013g005390_P001
OG0002444	Sp09g00025, Sp14g00046	Wa8730a013g005830_P001
OG0002445	Sp14g00040	Wa8730a013g005880_P001
OG0002446	Sp14g00035	Wa8730a013g005900_P001
OG0002448	Sp14g00800, Sp14g00799	Wa8730a013g000130_P001
OG0002449	Sp17g00578	Wa8730a008g005990_P001
OG0002450	Sp17g00553	Wa8730a008g005800_P001
OG0002451	Sp17g00545	Wa8730a008g005730_P001, Wa8730a008g005730_P002
OG0002452	Sp17g00534	Wa8730a008g005670_P001
OG0002454	Sp17g00411	Wa8730a008g004530_P001
OG0002455	Sp17g00408	Wa8730a008g004550_P001
OG0002456	Sp17g00387, Sp17g00388	Wa8730a008g004960_P001
OG0002458	Sp17g00368	Wa8730a008g005130_P001
OG0002459	Sp17g00360	Wa8730a007g000090_P001
OG0002460	Sp17g00349	Wa8730a008g005240_P001
OG0002461	Sp16g00646, Sp17g00319	Wa8730a008g004680_P001
OG0002462	Sp17g00317	Wa8730a008g004880_P001, Wa8730a008g004880_P003, Wa8730a008g004880_P002
OG0002463	Sp13g00947, Sp17g00294	Wa8730a008g004200_P001
OG0002464	Sp17g00293	Wa8730a008g004190_P001
OG0002465	Sp17g00275	Wa8730a008g004310_P001
OG0002466	Sp17g00261	Wa8730a008g004370_P001
OG0002467	Sp17g00247	Wa8730a008g004150_P001, Wa8730a008g004150_P002
OG0002468	Sp17g00212	Wa8730a008g004030_P001
OG0002469	Sp17g00174	Wa8730a008g003870_P001
OG0002470	Sp17g00165	Wa8730a008g003740_P001
OG0002471	Sp17g00148	Wa8730a008g003660_P001
OG0002472	Sp17g00100	Wa8730a008g003400_P001
OG0002473	Sp11g00515	Wa8730a008g003140_P001
OG0002474	Sp17g00060	Wa8730a008g003050_P001
OG0002475	Sp16g00012	Wa8730a007g000080_P001
OG0002476	Sp16g00018	Wa8730a007g000120_P001, Wa8730a007g000120_P002
OG0002477	Sp16g00034	Wa8730a007g000210_P001, Wa8730a007g000210_P002
OG0002478	Sp16g00039	Wa8730a007g000290_P001, Wa8730a007g000290_P002
OG0002479	Sp16g00068	Wa8730a007g000750_P001
OG0002480	Sp16g00110	Wa8730a011g004590_P001
OG0002481	Sp16g00113	Wa8730a007g001440_P002, Wa8730a007g001440_P001
OG0002482	Sp16g00121	Wa8730a007g001400_P001
OG0002484	Sp16g00136	Wa8730a007g001190_P001
OG0002485	Sp16g00138	Wa8730a007g001140_P001
OG0002486	Sp04g00510, Sp16g00179	Wa8730a006g004270_P001
OG0002487	Sp16g00200	Wa8730a006g004080_P001
OG0002488	Sp16g00213	Wa8730a006g003860_P001
OG0002489	Sp16g00214	Wa8730a006g003850_P001
OG0002490	Sp16g00241, Sp16g00242	Wa8730a006g003760_P001
OG0002491	Sp16g00244	Wa8730a006g003730_P001, Wa8730a006g003740_P001
OG0002492	Sp16g00283	Wa8730a006g003420_P001
OG0002493	Sp16g00325	Wa8730a006g002890_P001, Wa8730a006g002960_P001
OG0002494	Sp16g00361	Wa8730a006g002540_P001
OG0002495	Sp16g00367	Wa8730a006g002500_P001
OG0002497	Sp16g00384	Wa8730a006g002180_P001
OG0002498	Sp16g00401	Wa8730a006g002200_P001, Wa8730a006g002200_P002
OG0002499	Sp16g00422, Sp16g00423	Wa8730a006g002400_P001
OG0002500	Sp16g00424	Wa8730a006g002410_P001
OG0002501	Sp16g00425	Wa8730a006g002440_P001
OG0002502	Sp16g00449	Wa8730a006g001750_P001
OG0002503	Sp16g00466	Wa8730a006g001870_P001
OG0002505	Sp16g00584	Wa8730a006g001040_P001
OG0002506	Sp12g00198	Wa8730a015g004930_P001
OG0002507	Sp12g00219	Wa8730a015g005310_P001, Wa8730a015g005300_P001
OG0002508	Sp12g00237	Wa8730a015g004770_P001
OG0002509	Sp12g00241, Sp12g00240	Wa8730a015g004960_P001
OG0002510	Sp12g00270	Wa8730a015g004470_P001
OG0002511	Sp12g00280, Sp12g00272	Wa8730a015g004480_P001
OG0002512	Sp12g00277, Sp12g00287	Wa8730a015g004500_P001
OG0002513	Sp12g00301, Sp12g00302	Wa8730a015g004440_P001
OG0002514	Sp12g00307	Wa8730a015g004390_P001
OG0002515	Sp12g00323	Wa8730a015g004350_P001, Wa8730a015g004210_P001
OG0002516	Sp15g00330	Wa8730a001g009500_P001
OG0002517	Sp12g00341	Wa8730a015g004240_P001
OG0002518	Sp12g00345	Wa8730a015g004130_P002, Wa8730a015g004130_P001
OG0002519	Sp12g00359	Wa8730a015g003680_P001
OG0002520	Sp17g00355, Sp12g00370	Wa8730a015g003720_P001
OG0002521	Sp12g00383	Wa8730a015g003850_P001
OG0002522	Sp12g00412	Wa8730a015g004050_P001
OG0002523	Sp12g00422	Wa8730a015g003340_P001, Wa8730a015g003340_P002
OG0002524	Sp12g00428	Wa8730a015g003400_P001, Wa8730a015g003410_P001
OG0002525	Sp12g00449	Wa8730a015g003470_P001
OG0002526	Sp12g00573	Wa8730a015g002920_P001
OG0002527	Sp05g00684, Sp12g00585	Wa8730a015g002860_P001
OG0002528	Sp12g00600	Wa8730a00Ug000150_P001, Wa8730a015g002640_P001
OG0002529	Sp12g00616, Sp12g00614	Wa8730a015g002470_P001
OG0002530	Sp12g00643, Sp12g00037	Wa8730a015g006070_P001
OG0002531	Sp12g00667	Wa8730a015g002130_P001, Wa8730a015g002120_P001
OG0002532	Sp12g00694	Wa8730a015g001990_P001
OG0002533	Sp12g00698	Wa8730a015g001920_P001
OG0002534	Sp12g00719	Wa8730a015g001740_P001
OG0002535	Sp12g00723, Sp12g00724	Wa8730a015g001660_P001
OG0002536	Sp12g00751	Wa8730a015g001340_P001
OG0002537	Sp12g00814, Sp12g00815	Wa8730a015g001120_P001
OG0002538	Sp12g00841	Wa8730a015g000800_P001
OG0002539	Sp12g00869	Wa8730a015g000710_P001
OG0002540	Sp12g00870	Wa8730a015g000630_P001, Wa8730a015g000620_P001
OG0002541	Sp05g01049, Sp12g00878	Wa8730a010g006180_P001
OG0002542	Sp12g00882, Sp12g00048	Wa8730a015g000150_P001
OG0002543	Sp12g00924	Wa8730a015g000090_P001
OG0002544	Sp12g00132	Wa8730a015g005660_P001
OG0002547	Sp12g00071	Wa8730a015g005920_P001
OG0002548	Sp12g00049	Wa8730a015g006000_P001
OG0002549	Sp12g00046	Wa8730a015g006010_P001
OG0002550	Sp18g00664	Wa8730a016g000360_P001
OG0002551	Sp18g00658	Wa8730a016g000340_P001
OG0002552	Sp18g00595	Wa8730a016g000830_P001
OG0002553	Sp18g00582	Wa8730a016g000980_P001
OG0002554	Sp18g00563, Sp18g00562	Wa8730a016g001140_P001
OG0002555	Sp18g00545, Sp18g00546	Wa8730a016g001250_P001
OG0002556	Sp18g00504	Wa8730a016g001690_P001
OG0002557	Sp18g00502	Wa8730a016g001650_P003, Wa8730a016g001650_P002
OG0002558	Sp18g00439, Sp18g00438	Wa8730a016g002080_P001
OG0002559	Sp18g00414	Wa8730a016g002160_P001, Wa8730a016g002160_P002
OG0002560	Sp18g00404	Wa8730a016g002320_P001
OG0002561	Sp18g00401	Wa8730a016g002340_P001
OG0002562	Sp18g00392, Sp18g00393	Wa8730a016g002410_P001
OG0002563	Sp18g00388, Sp18g00389	Wa8730a007g000070_P001
OG0002564	Sp18g00378	Wa8730a016g002490_P001, Wa8730a016g002490_P002
OG0002565	Sp18g00368	Wa8730a016g002550_P001
OG0002566	Sp18g00325	Wa8730a016g002810_P001, Wa8730a016g002810_P002
OG0002567	Sp18g00297	Wa8730a016g003010_P001
OG0002568	Sp18g00290, Sp18g00291	Wa8730a016g003040_P001
OG0002569	Sp18g00282	Wa8730a006g007270_P001, Wa8730a016g003140_P001
OG0002570	Sp18g00260	Wa8730a016g003490_P001, Wa8730a016g003350_P001
OG0002571	Sp18g00252, Sp18g00253	Wa8730a016g003510_P001
OG0002572	Sp18g00218	Wa8730a016g003560_P001, Wa8730a016g003550_P001
OG0002573	Sp18g00189	Wa8730a016g003820_P001
OG0002574	Sp18g00170	Wa8730a016g003970_P001
OG0002575	Sp18g00142	Wa8730a016g004030_P001
OG0002576	Sp18g00126	Wa8730a016g004170_P002, Wa8730a016g004170_P001
OG0002577	Sp18g00063, Sp18g00062	Wa8730a016g004540_P001
OG0002578	Sp18g00056, Sp18g00055	Wa8730a016g004620_P001
OG0002579	Sp11g00944	Wa8730a011g005980_P001, Wa8730a015g000690_P001
OG0002580	Sp11g00930	Wa8730a011g005850_P001, Wa8730a015g000730_P001
OG0002581	Sp05g01019, Sp11g00918	Wa8730a015g000970_P001
OG0002583	Sp11g00917, Sp11g00916	Wa8730a011g005780_P001
OG0002584	Sp11g00797	Wa8730a011g005270_P002, Wa8730a011g005270_P001
OG0002585	Sp11g00760	Wa8730a011g005100_P001
OG0002586	Sp12g00418, Sp11g00717	Wa8730a015g003360_P001
OG0002587	Sp15g00245	Wa8730a011g004760_P001
OG0002588	Sp11g00706	Wa8730a011g004640_P001
OG0002589	Sp11g00695	Wa8730a011g004490_P001
OG0002590	Sp17g00292, Sp11g00677	Wa8730a011g004340_P001
OG0002591	Sp11g00606	Wa8730a011g004060_P001
OG0002592	Sp15g00387, Sp11g00596	Wa8730a011g004240_P001
OG0002593	Sp11g00579	Wa8730a011g003680_P001
OG0002594	Sp11g00551	Wa8730a011g003550_P002, Wa8730a011g003550_P001
OG0002595	Sp11g00506, Sp11g00505	Wa8730a011g003340_P001
OG0002596	Sp11g00476, Sp11g00477	Wa8730a011g003210_P001
OG0002598	Sp11g00408	Wa8730a011g002650_P001, Wa8730a011g002650_P002
OG0002599	Sp11g00395	Wa8730a011g002530_P001
OG0002600	Sp11g00368	Wa8730a011g002050_P001
OG0002601	Sp11g00364	Wa8730a011g002110_P001
OG0002602	Sp11g00361, Sp11g00362	Wa8730a011g002100_P001
OG0002603	Sp11g00300	Wa8730a011g001970_P001
OG0002605	Sp11g00277	Wa8730a011g001360_P001, Wa8730a011g001310_P001
OG0002606	Sp11g00276	Wa8730a011g001320_P001, Wa8730a011g001350_P001
OG0002607	Sp11g00263	Wa8730a011g001550_P001, Wa8730a011g001550_P002
