Orthogroup	Sp9509_oxford_v3.proteins	Sp7498_pacbio.protein
OG0003783	Sp07g01004	g3090.t1
OG0003784	Sp07g01006	g3092.t1
OG0003785	Sp07g01009	g3105.t1
OG0003786	Sp07g01012	g3107.t1
OG0003787	Sp07g01022	g3120.t1
OG0003788	Sp07g01025	g3123.t1
OG0003789	Sp07g01026	g3124.t1
OG0003790	Sp07g01031	g3129.t1
OG0003791	Sp07g01039	g3132.t1
OG0003792	Sp07g01042	g3135.t1
OG0003793	Sp07g01050	g3141.t1
OG0003794	Sp07g01051	g3142.t1
OG0003795	Sp07g01053	g3144.t1
OG0003796	Sp07g01063	g3152.t1
OG0003797	Sp07g01071	g3160.t1
OG0003798	Sp07g01076	g3164.t1
OG0003799	Sp07g01079	g3166.t1
OG0003800	Sp07g01080	g3168.t1
OG0003801	Sp07g01085	g3171.t1
OG0003802	Sp07g01086	g3172.t1
OG0003803	Sp07g01088	g3174.t1
OG0003804	Sp07g01091	g3176.t1
OG0003805	Sp07g01100	g3186.t1
OG0003806	Sp20g00603	g3188.t1, g3199.t1, g3191.t1
OG0003807	Sp16g00581	g3204.t1, g13635.t1, g3202.t1
OG0003808	Sp16g00579	g3206.t1, g13633.t1, g12687.t1
OG0003809	Sp16g00559	g3225.t1
OG0003810	Sp16g00558	g3226.t1
OG0003811	Sp16g00557	g3227.t1
OG0003812	Sp16g00555	g3229.t1
OG0003813	Sp16g00551	g3233.t1
OG0003814	Sp16g00549	g3235.t1
OG0003815	Sp16g00538	g3244.t1
OG0003816	Sp16g00533	g3249.t1
OG0003817	Sp16g00528	g3255.t1
OG0003818	Sp16g00518	g3265.t1
OG0003819	Sp16g00512	g3272.t1
OG0003820	Sp02g01299	g3273.t1
OG0003821	Sp01g01366	g3276.t1
OG0003822	Sp01g01371	g3280.t1
OG0003823	Sp01g01373	g3283.t1
OG0003824	Sp01g01374	g3284.t1
OG0003825	Sp01g01375	g3285.t1
OG0003826	Sp01g01377	g3287.t1
OG0003828	Sp01g01379	g3290.t1
OG0003829	Sp01g01381	g3292.t1
OG0003830	Sp10g00942	g5750.t1
OG0003830	Sp01g01382	g3293.t1
OG0003831	Sp01g01385	g3296.t1
OG0003832	Sp01g01387	g3298.t1
OG0003833	Sp01g01390	g3301.t1
OG0003834	Sp01g01393	g3304.t1
OG0003835	Sp01g01397	g3310.t1
OG0003836	Sp01g01398	g3311.t1
OG0003837	Sp01g01399	g3312.t1
OG0003838	Sp01g01412	g3326.t1
OG0003839	Sp01g01413	g3327.t1
OG0003840	Sp01g01415	g3329.t1
OG0003841	Sp01g01417	g3331.t1
OG0003842	Sp01g01420	g3333.t1
OG0003843	Sp01g01427	g3340.t1
OG0003844	Sp01g01428	g3341.t1
OG0003845	Sp01g01430	g3342.t1
OG0003846	Sp01g01436	g3344.t1
OG0003847	Sp01g01439	g3348.t1
OG0003848	Sp01g01446	g3354.t1
OG0003849	Sp01g01448	g3356.t1
OG0003850	Sp01g01450	g3358.t1
OG0003851	Sp01g01451	g3359.t1
OG0003852	Sp01g01461	g3366.t1
OG0003853	Sp01g01462	g3367.t1
OG0003854	Sp01g01463	g3368.t1
OG0003855	Sp01g01466	g3371.t1
OG0003856	Sp01g01467	g3372.t1
OG0003857	Sp01g01470	g5772.t1, g3375.t1
OG0003858	Sp01g01471	g3376.t1
OG0003859	Sp01g01474	g3378.t1
OG0003860	Sp01g01488	g3391.t1
OG0003861	Sp01g01494	g3394.t1
OG0003862	Sp01g01496	g3395.t1
OG0003863	Sp01g01497	g3396.t1
OG0003864	Sp01g01506	g3402.t1
OG0003865	Sp01g01511	g3405.t1
OG0003866	Sp01g01514	g3406.t1
OG0003867	Sp01g01526	g3420.t1
OG0003868	Sp01g01527	g3421.t1
OG0003869	Sp01g01536	g3431.t1
OG0003870	Sp01g01537	g3432.t1
OG0003871	Sp01g01546	g3440.t1
OG0003872	Sp01g01547	g3441.t1
OG0003873	Sp01g01549	g3443.t1
OG0003874	Sp01g01551	g3445.t1
OG0003875	Sp01g01555	g3449.t1
OG0003876	Sp01g01559	g3454.t1
OG0003877	Sp01g01560	g3455.t1
OG0003878	Sp06g00126	g3464.t1
OG0003879	Sp01g01572	g3474.t1
OG0003880	Sp01g01573	g3476.t1
OG0003881	Sp01g01574	g3477.t1
OG0003882	Sp01g01584	g3485.t1
OG0003883	Sp01g01586	g3488.t1
OG0003884	Sp01g01693	g3489.t1
OG0003885	Sp01g01695	g3492.t1
OG0003886	Sp01g01697	g3494.t1
OG0003887	Sp01g01699	g3496.t1
OG0003888	Sp01g01701	g3498.t1
OG0003889	Sp01g01706	g3501.t1
OG0003890	Sp01g01716	g3508.t1
OG0003891	Sp01g01724	g3514.t1
OG0003892	Sp01g01726	g3516.t1
OG0003893	Sp01g01731	g3518.t1
OG0003894	Sp01g01736	g3522.t1
OG0003895	Sp01g01739	g3525.t1
OG0003896	Sp01g01740	g3526.t1
OG0003897	Sp01g01742	g3528.t1
OG0003898	Sp01g01748	g3534.t1
OG0003899	Sp01g01752	g3537.t1
OG0003900	Sp01g01753	g3538.t1
OG0003901	Sp01g01754	g3539.t1
OG0003902	Sp01g01757	g3542.t1
OG0003903	Sp01g01758	g3543.t1
OG0003904	Sp01g01766	g3551.t1
OG0003905	Sp01g01767	g3552.t1
OG0003906	Sp01g01769	g3554.t1
OG0003907	Sp01g01771	g3555.t1
OG0003908	Sp01g01772	g3556.t1
OG0003909	Sp01g01773	g3557.t1
OG0003910	Sp01g01774	g3558.t1
OG0003911	Sp01g01775	g3559.t1
OG0003912	Sp01g01776	g3560.t1
OG0003913	Sp01g01779	g3562.t1
OG0003914	Sp01g01781	g3565.t1
OG0003915	Sp01g01782	g3566.t1
OG0003916	Sp01g01783	g3567.t1
OG0003917	Sp01g01787	g3570.t1
OG0003918	Sp01g01789	g3572.t1
OG0003919	Sp01g01792	g3575.t1
OG0003920	Sp01g01793	g3576.t1
OG0003921	Sp01g01794	g3577.t1
OG0003922	Sp01g01796	g3581.t1
OG0003923	Sp01g01799	g3584.t1
OG0003924	Sp01g01800	g3585.t1
OG0003926	Sp01g01802	g3588.t1
OG0003927	Sp01g01803	g3589.t1
OG0003928	Sp01g01808	g3591.t1
OG0003929	Sp01g01814	g3597.t1
OG0003930	Sp01g01818	g3601.t1
OG0003931	Sp01g01820	g3603.t1
OG0003932	Sp01g01821	g3604.t1
OG0003933	Sp01g01829	g3612.t1
OG0003934	Sp01g01831	g3614.t1
OG0003935	Sp01g01833	g3617.t1
OG0003936	Sp01g01834	g3618.t1
OG0003937	Sp01g01837	g3622.t1
OG0003938	Sp01g01838	g3623.t1
OG0003940	Sp01g01363	g3648.t1
OG0003941	Sp01g01362	g3649.t1
OG0003942	Sp01g01359	g3652.t1
OG0003943	Sp01g01358	g3653.t1
OG0003944	Sp01g01356	g3655.t1
OG0003945	Sp01g01350	g3660.t1
OG0003946	Sp01g01346	g3663.t1
OG0003947	Sp01g01345	g3664.t1
OG0003948	Sp01g01344	g3665.t1
OG0003949	Sp01g01341	g3668.t1
OG0003950	Sp01g01332	g3675.t1
OG0003951	Sp01g01331	g3676.t1
OG0003952	Sp01g01330	g3677.t1
OG0003953	Sp01g01328	g3679.t1
OG0003954	Sp01g01327	g3680.t1
OG0003955	Sp01g01325	g3682.t1
OG0003956	Sp01g01324	g3683.t1
OG0003957	Sp01g01320	g3688.t1
OG0003958	Sp01g01311	g3698.t1
OG0003959	Sp01g01306	g3703.t1
OG0003960	Sp01g01304	g3706.t1
OG0003961	Sp01g01298	g3712.t1
OG0003962	Sp01g01293	g3717.t1
OG0003963	Sp01g01286	g3722.t1
OG0003964	Sp01g01284	g3725.t1
OG0003965	Sp01g01282	g3728.t1
OG0003966	Sp01g01281	g3729.t1
OG0003967	Sp01g01271	g3739.t1
OG0003968	Sp01g01267	g3743.t1
OG0003969	Sp01g01264	g3746.t1
OG0003970	Sp01g01261	g3750.t1
OG0003972	Sp01g01260	g3752.t1
OG0003973	Sp01g01259	g3753.t1
OG0003974	Sp01g01257	g3755.t1
OG0003975	Sp01g01254	g3758.t1
OG0003976	Sp01g01251	g3761.t1
OG0003977	Sp01g01244	g3767.t1
OG0003978	Sp01g01243	g3768.t1
OG0003979	Sp01g01241	g3770.t1
OG0003980	Sp01g01239	g3772.t1
OG0003981	Sp01g01238	g3773.t1
OG0003982	Sp01g01233	g3779.t1
OG0003983	Sp01g01226	g3785.t1
OG0003984	Sp01g01225	g3786.t1
OG0003985	Sp01g01218	g3794.t1
OG0003986	Sp01g01215	g3799.t1
OG0003987	Sp01g01212	g3802.t1
OG0003988	Sp01g01203	g3812.t1
OG0003989	Sp01g01200	g3816.t1
OG0003990	Sp01g01198	g3819.t1
OG0003991	Sp01g01194	g3824.t1
OG0003992	Sp01g01191	g3827.t1
OG0003993	Sp01g01184	g3834.t1
OG0003994	Sp01g01182	g3836.t1
OG0003995	Sp01g01172	g3843.t1
OG0003996	Sp01g01171	g3845.t1
OG0003997	Sp01g01163	g3851.t1
OG0003998	Sp01g01161	g3853.t1
OG0003999	Sp01g01159	g3855.t1
OG0004000	Sp01g01157	g3857.t1
OG0004001	Sp01g01156	g3858.t1
OG0004002	Sp01g01155	g3859.t1
OG0004003	Sp01g01152	g3862.t1
OG0004004	Sp01g01151	g3863.t1
OG0004005	Sp01g01148	g3867.t1
OG0004006	Sp01g01147	g3868.t1
OG0004007	Sp01g01146	g3869.t1
OG0004008	Sp01g01145	g3870.t1
OG0004009	Sp01g01136	g3879.t1
OG0004010	Sp01g01134	g3881.t1
OG0004011	Sp01g01129	g3885.t1
OG0004012	Sp01g01127	g3887.t1
OG0004013	Sp01g01126	g3888.t1
OG0004014	Sp01g01117	g3896.t1
OG0004015	Sp01g01116	g3897.t1
OG0004016	Sp01g01115	g3899.t1
OG0004017	Sp01g01110	g3904.t1
OG0004018	Sp01g01107	g3906.t1
OG0004019	Sp01g01106	g3907.t1
OG0004020	Sp01g01105	g3908.t1
OG0004021	Sp01g01104	g3909.t1
OG0004022	Sp01g01103	g3910.t1
OG0004023	Sp01g01100	g3914.t1
OG0004024	Sp01g01098	g3917.t1
OG0004025	Sp01g01091	g3922.t1
OG0004026	Sp01g01088	g3925.t1
OG0004027	Sp01g01084	g3927.t1
OG0004028	Sp01g01083	g3928.t1
OG0004029	Sp01g01082	g3929.t1
OG0004030	Sp01g01078	g3934.t1
OG0004031	Sp01g01077	g3935.t1
OG0004032	Sp01g01075	g3937.t1
OG0004033	Sp01g01072	g3940.t1
OG0004034	Sp01g01071	g3941.t1
OG0004035	Sp01g01067	g3946.t1
OG0004036	Sp01g01066	g3947.t1
OG0004037	Sp01g01060	g3952.t1
OG0004038	Sp01g01059	g3953.t1
OG0004039	Sp01g01058	g3954.t1
OG0004040	Sp01g01056	g3956.t1
OG0004041	Sp01g01055	g3957.t1
OG0004042	Sp01g01050	g3961.t1
OG0004043	Sp01g01032	g3976.t1
OG0004044	Sp01g01029	g3979.t1
OG0004045	Sp01g01025	g3981.t1
OG0004046	Sp01g01024	g3982.t1
OG0004047	Sp01g01023	g3983.t1
OG0004048	Sp01g01021	g3985.t1
OG0004049	Sp01g01017	g3989.t1
OG0004050	Sp01g01016	g3990.t1
OG0004051	Sp01g01013	g3992.t1
OG0004052	Sp01g01011	g3994.t1
OG0004053	Sp01g01008	g3997.t1
OG0004054	Sp01g01006	g3999.t1
OG0004055	Sp01g01002	g4004.t1
OG0004056	Sp01g00998	g4007.t1
OG0004057	Sp01g00996	g4009.t1
OG0004058	Sp01g00990	g4015.t1
OG0004059	Sp01g00978	g4025.t1
OG0004060	Sp01g00977	g4026.t1
OG0004061	Sp01g00976	g4027.t1
OG0004062	Sp01g00974	g4028.t1
OG0004063	Sp01g00964	g4037.t1
OG0004064	Sp01g00963	g4038.t1
OG0004065	Sp01g00962	g4039.t1
OG0004067	Sp01g00950	g4052.t1
OG0004068	Sp01g00940	g4059.t1
OG0004069	Sp01g00939	g4060.t1
OG0004070	Sp01g00937	g4062.t1
OG0004071	Sp01g00934	g4065.t1
OG0004072	Sp01g00933	g4066.t1
OG0004073	Sp01g00932	g4067.t1
OG0004074	Sp01g00931	g4068.t1
OG0004075	Sp01g00928	g4070.t1
OG0004076	Sp01g00923	g4076.t1
OG0004077	Sp01g00922	g4077.t1
OG0004078	Sp01g00921	g4078.t1
OG0004079	Sp01g00918	g4081.t1
OG0004080	Sp01g00912	g4085.t1
OG0004081	Sp01g00910	g4087.t1
OG0004082	Sp01g00908	g4088.t1
OG0004083	Sp01g00907	g4089.t1
OG0004084	Sp01g00901	g4095.t1
OG0004085	Sp01g00900	g4096.t1
OG0004086	Sp01g00898	g4101.t1
OG0004087	Sp01g00897	g4102.t1
OG0004088	Sp01g00894	g4105.t1
OG0004089	Sp01g00893	g4106.t1
OG0004090	Sp01g00892	g4107.t1
OG0004091	Sp01g00890	g4108.t1
OG0004092	Sp01g00887	g4111.t1
OG0004093	Sp01g00884	g4114.t1
OG0004094	Sp01g00883	g4115.t1
OG0004095	Sp01g00882	g4116.t1, g4117.t1
OG0004096	Sp01g00879	g4120.t1
OG0004097	Sp01g00873	g4124.t1
OG0004098	Sp01g00869	g4128.t1
OG0004099	Sp01g00866	g4132.t1
OG0004100	Sp01g00865	g4133.t1
OG0004101	Sp01g00860	g4138.t1
OG0004102	Sp01g00856	g4140.t1
OG0004103	Sp01g00854	g4142.t1
OG0004104	Sp01g00853	g4143.t1
OG0004105	Sp01g00852	g4144.t1
OG0004106	Sp01g00851	g4145.t1
OG0004107	Sp01g00849	g4147.t1
OG0004108	Sp01g00848	g4148.t1
OG0004109	Sp01g00847	g4149.t1
OG0004110	Sp01g00845	g4151.t1
OG0004111	Sp01g00839	g4154.t1
OG0004112	Sp01g00833	g4158.t1
OG0004113	Sp01g00832	g4159.t1
OG0004114	Sp01g00830	g4161.t1
OG0004116	Sp01g00825	g4169.t1
OG0004117	Sp01g00822	g4171.t1
OG0004118	Sp01g00821	g4172.t1
OG0004119	Sp01g00817	g4175.t1
OG0004120	Sp01g00816	g4176.t1
OG0004121	Sp01g00813	g4178.t1
OG0004122	Sp01g00812	g4179.t1
OG0004123	Sp01g00810	g4180.t1
OG0004124	Sp01g00809	g4181.t1
OG0004125	Sp01g00808	g4182.t1
OG0004126	Sp01g00803	g4187.t1
OG0004127	Sp01g00802	g4188.t1
OG0004128	Sp01g00801	g4189.t1
OG0004129	Sp01g00799	g4191.t1
OG0004130	Sp01g00795	g4194.t1
OG0004131	Sp01g00794	g4195.t1
OG0004132	Sp01g00793	g4196.t1
OG0004133	Sp01g00790	g4199.t1
OG0004134	Sp01g00788	g4204.t1
OG0004135	Sp01g00785	g4208.t1
OG0004136	Sp01g00782	g4211.t1
OG0004137	Sp01g00780	g4213.t1
OG0004138	Sp01g00775	g4216.t1
OG0004139	Sp01g00771	g4220.t1
OG0004140	Sp01g00770	g4221.t1
OG0004141	Sp01g00767	g4225.t1
OG0004142	Sp01g00762	g4229.t1
OG0004143	Sp01g00760	g4230.t1
OG0004144	Sp01g00752	g4234.t1
OG0004145	Sp01g00746	g4237.t1
OG0004146	Sp01g00744	g4239.t1
OG0004147	Sp01g00742	g4241.t1
OG0004148	Sp01g00741	g4243.t1
OG0004149	Sp01g00740	g4244.t1
OG0004150	Sp01g00738	g4245.t1
OG0004151	Sp01g00737	g4248.t1
OG0004152	Sp01g00736	g4249.t1
OG0004153	Sp01g00735	g4250.t1
OG0004154	Sp01g00733	g4252.t1
OG0004155	Sp01g00732	g4253.t1
OG0004156	Sp01g00729	g4257.t1
OG0004157	Sp01g00725	g4260.t1
OG0004158	Sp01g00724	g4261.t1
OG0004159	Sp01g00719	g4265.t1
OG0004160	Sp01g00718	g4266.t1
OG0004161	Sp01g00716	g4269.t1
OG0004162	Sp01g00710	g4274.t1
OG0004163	Sp01g00709	g4275.t1
OG0004164	Sp01g00698	g4284.t1
OG0004165	Sp01g00695	g4286.t1
OG0004166	Sp01g00693	g4288.t1
OG0004167	Sp01g00692	g4289.t1
OG0004168	Sp01g00689	g4295.t1
OG0004169	Sp01g00686	g4298.t1
OG0004170	Sp01g00684	g4299.t1
OG0004171	Sp01g00673	g4315.t1
OG0004172	Sp01g00664	g4322.t1
OG0004173	Sp01g00660	g4325.t1
OG0004174	Sp01g00659	g4326.t1
OG0004175	Sp01g00652	g4332.t1
OG0004175	Sp01g00657	g4328.t1
OG0004176	Sp01g00635	g4349.t1
OG0004177	Sp01g00633	g4351.t1
OG0004178	Sp01g00632	g4352.t1
OG0004179	Sp01g00629	g4355.t1
OG0004180	Sp01g00617	g4360.t1
OG0004181	Sp01g00615	g4361.t1
OG0004182	Sp01g00607	g4386.t1
OG0004183	Sp01g00606	g4387.t1
OG0004184	Sp01g00602	g4391.t1
OG0004185	Sp01g00600	g4394.t1
OG0004186	Sp01g00595	g4399.t1
OG0004187	Sp01g00594	g4400.t1
OG0004188	Sp01g00585	g4404.t1
OG0004189	Sp01g00583	g4406.t1
OG0004190	Sp01g00582	g4407.t1
OG0004191	Sp01g00573	g4417.t1
OG0004192	Sp01g00571	g4419.t1
OG0004193	Sp01g00568	g4422.t1
OG0004194	Sp01g00565	g4426.t1
OG0004195	Sp01g00564	g4427.t1
OG0004196	Sp01g00561	g4429.t1
OG0004197	Sp01g00560	g4432.t1
OG0004198	Sp01g00557	g4434.t1
OG0004199	Sp01g00555	g4435.t1
OG0004200	Sp01g00550	g4439.t1
OG0004201	Sp01g00549	g4440.t1
OG0004202	Sp01g00541	g4444.t1
OG0004203	Sp01g00539	g4447.t1
OG0004204	Sp01g00530	g4448.t1
OG0004205	Sp01g00529	g4449.t1
OG0004206	Sp01g00528	g4450.t1
OG0004207	Sp01g00525	g4454.t1
OG0004208	Sp01g00524	g4455.t1
OG0004209	Sp01g00522	g4456.t1
OG0004210	Sp01g00516	g4463.t1
OG0004211	Sp01g00512	g4467.t1
OG0004212	Sp01g00510, Sp01g00505	g4473.t1, g4469.t1
OG0004213	Sp01g00508	g4471.t1
OG0004214	Sp01g00503	g4477.t1
OG0004215	Sp01g00497	g4480.t1
OG0004216	Sp01g00495	g4482.t1
OG0004217	Sp01g00493	g4484.t1
OG0004218	Sp01g00490	g4487.t1
OG0004219	Sp01g00487	g4489.t1
OG0004220	Sp01g00473	g4500.t1
OG0004222	Sp01g00470	g4504.t1
OG0004223	Sp01g00465	g4507.t1
OG0004224	Sp01g00463	g4509.t1
OG0004225	Sp01g00462	g4510.t1
OG0004226	Sp01g00461	g4511.t1
OG0004227	Sp01g00458	g4514.t1
OG0004228	Sp01g00453	g4519.t1
OG0004229	Sp01g00450	g4523.t1
OG0004230	Sp01g00448	g4524.t1
OG0004231	Sp01g00444	g4527.t1
OG0004232	Sp01g00440	g4533.t1
OG0004233	Sp01g00437	g4536.t1
OG0004234	Sp01g00434	g4537.t1
OG0004235	Sp01g00433	g4538.t1
OG0004236	Sp01g00432	g4539.t1
OG0004237	Sp01g00428	g4542.t1
OG0004238	Sp01g00409	g4550.t1
OG0004239	Sp01g00408	g4551.t1
OG0004240	Sp01g00404	g4554.t1
OG0004241	Sp01g00403	g4555.t1
OG0004242	Sp01g00399	g4559.t1
OG0004243	Sp01g00394	g4561.t1
OG0004244	Sp01g00389	g4564.t1
OG0004245	Sp01g00388	g4565.t1
OG0004246	Sp01g00382	g4569.t1
OG0004247	Sp01g00378	g4572.t1
OG0004248	Sp01g00377	g4573.t1
OG0004249	Sp01g00376	g4574.t1
OG0004250	Sp01g00369	g4580.t1
OG0004251	Sp01g00368	g4581.t1
OG0004252	Sp01g00361	g4587.t1
OG0004253	Sp01g00354	g4594.t1
OG0004254	Sp01g00346	g4602.t1
OG0004255	Sp01g00345	g4603.t1
OG0004256	Sp01g00338	g4608.t1
OG0004257	Sp01g00337	g4609.t1
OG0004258	Sp01g00335	g4611.t1
OG0004259	Sp01g00329	g4615.t1
OG0004260	Sp01g00328	g4618.t1
OG0004261	Sp01g00327	g4619.t1
OG0004262	Sp01g00326	g4620.t1
OG0004263	Sp01g00323	g4621.t1
OG0004264	Sp01g00320	g4623.t1
OG0004265	Sp01g00319	g4624.t1
OG0004266	Sp01g00318	g4625.t1
OG0004267	Sp01g00307, Sp01g00308	g4636.t1
OG0004268	Sp01g00306	g4637.t1
OG0004269	Sp01g00300	g4642.t1
OG0004270	Sp01g00294	g4648.t1
OG0004271	Sp01g00293	g4650.t1
OG0004272	Sp01g00292	g4651.t1
OG0004273	Sp01g00290	g4653.t1
OG0004274	Sp01g00287	g4655.t1
OG0004275	Sp01g00285	g4657.t1
OG0004276	Sp01g00283	g4660.t1
OG0004277	Sp01g00277	g4665.t1
OG0004278	Sp01g00274	g4668.t1
OG0004278	Sp09g00919	g10170.t1
OG0004279	Sp01g00273	g4669.t1
OG0004280	Sp01g00270	g4671.t1
OG0004281	Sp09g00939	g10154.t1
OG0004281	Sp01g00268	g4673.t1
OG0004282	Sp01g00253	g4679.t1
OG0004283	Sp01g00246	g4688.t1
OG0004284	Sp01g00245	g4689.t1
OG0004285	Sp01g00244	g4690.t1
OG0004286	Sp01g00240	g4694.t1
OG0004287	Sp01g00239	g4695.t1
OG0004288	Sp01g00236	g4698.t1
OG0004289	Sp01g00235	g4699.t1
OG0004290	Sp01g00234	g4700.t1
OG0004291	Sp01g00230	g4704.t1
OG0004292	Sp01g00222	g4706.t1
OG0004293	Sp01g00221	g4707.t1
OG0004294	Sp01g00213	g4713.t1
OG0004295	Sp01g00208	g4718.t1
OG0004296	Sp01g00206	g4721.t1
OG0004297	Sp01g00204	g4723.t1
OG0004298	Sp01g00197	g4728.t1
OG0004299	Sp01g00196	g4729.t1
OG0004300	Sp01g00193	g4731.t1
OG0004301	Sp01g00185	g4739.t1
OG0004302	Sp01g00182	g4741.t1
OG0004303	Sp01g00180	g4744.t1
OG0004304	Sp01g00177, Sp01g00153	g4748.t1
OG0004305	Sp01g00146	g4754.t1
OG0004306	Sp01g00138	g4758.t1
OG0004307	Sp01g00136	g4760.t1
OG0004308	Sp01g00128	g4766.t1
OG0004309	Sp01g00127	g4767.t1
OG0004310	Sp01g00118	g4774.t1
OG0004311	Sp01g00112	g4778.t1
OG0004312	Sp01g00110	g4780.t1
OG0004313	Sp01g00108	g4782.t1
OG0004314	Sp01g00105	g4785.t1
OG0004315	Sp01g00104	g4786.t1
OG0004316	Sp01g00102	g4788.t1
OG0004317	Sp01g00101	g4789.t1
OG0004318	Sp01g00099	g4791.t1
OG0004319	Sp01g00098	g4792.t1
OG0004320	Sp01g00096	g4794.t1
OG0004321	Sp01g00095	g4795.t1
OG0004322	Sp03g00257	g17087.t1
OG0004322	Sp01g00091	g4798.t1
OG0004323	Sp01g00089	g4801.t1
OG0004324	Sp01g00087	g4804.t1
OG0004325	Sp01g00085	g4806.t1
OG0004326	Sp01g00082	g4808.t1
OG0004327	Sp01g00081	g4809.t1
OG0004328	Sp01g00080	g4810.t1
OG0004329	Sp01g00079	g4811.t1
OG0004330	Sp01g00072	g4819.t1
OG0004331	Sp01g00066	g4823.t1
OG0004332	Sp01g00064	g4825.t1
OG0004333	Sp01g00060	g4830.t1
OG0004334	Sp01g00059	g4832.t1
OG0004335	Sp01g00055	g4835.t1
OG0004336	Sp01g00050	g4841.t1
OG0004337	Sp01g00049	g4842.t1
OG0004338	Sp01g00042	g4847.t1
OG0004339	Sp01g00040	g4849.t1
OG0004340	Sp01g00038	g4851.t1
OG0004341	Sp01g00036	g4853.t1
OG0004342	Sp01g00034	g4855.t1
OG0004343	Sp01g00033	g4856.t1
OG0004344	Sp01g00029	g4860.t1
OG0004345	Sp01g00027	g4862.t1
OG0004346	Sp01g00025	g4864.t1
OG0004347	Sp01g00022	g4866.t1
OG0004348	Sp01g00017	g4872.t1
OG0004349	Sp01g00013	g4876.t1
OG0004350	Sp01g00012	g4877.t1
OG0004351	Sp01g00010	g4879.t1
OG0004352	Sp01g00007	g4883.t1
OG0004353	Sp01g00005	g4884.t1
OG0004354	Sp01g00004	g4885.t1
OG0004355	Sp01g00003	g4886.t1
OG0004356	Sp10g00003	g4892.t1
OG0004357	Sp10g00011	g4899.t1
OG0004358	Sp10g00012	g4900.t1
OG0004359	Sp10g00015	g4904.t1
OG0004360	Sp10g00016	g4905.t1
OG0004361	Sp10g00017	g4906.t1
OG0004362	Sp10g00024	g4911.t1
OG0004363	Sp10g00027	g4915.t1
OG0004364	Sp10g00034	g4920.t1
OG0004365	Sp10g00038	g4924.t1
OG0004366	Sp10g00040	g4926.t1
OG0004367	Sp10g00046	g4931.t1
OG0004368	Sp10g00050	g4936.t1
OG0004369	Sp10g00064	g4946.t1
OG0004370	Sp10g00071	g4954.t1
OG0004371	Sp10g00080	g4970.t1
OG0004372	Sp10g00090	g4975.t1
OG0004373	Sp10g00092	g4976.t1
OG0004374	Sp10g00094	g4978.t1
OG0004375	Sp10g00097	g4981.t1
OG0004375	Sp10g00099	g4982.t1
OG0004376	Sp10g00105	g4987.t1
OG0004377	Sp10g00107	g4989.t1
OG0004378	Sp10g00110	g4993.t1
OG0004379	Sp10g00112	g4995.t1
OG0004380	Sp10g00113	g4996.t1
OG0004381	Sp10g00116	g4998.t1
OG0004382	Sp10g00117	g4999.t1
OG0004383	Sp10g00119	g5001.t1
OG0004384	Sp10g00120	g5002.t1
OG0004385	Sp10g00121	g5003.t1
OG0004386	Sp10g00122	g5004.t1
OG0004387	Sp10g00124	g5006.t1
OG0004388	Sp10g00127	g5009.t1
OG0004389	Sp10g00131	g5013.t1
OG0004390	Sp10g00172	g5054.t1
OG0004390	Sp10g00133	g5015.t1
OG0004391	Sp10g00136	g5021.t1
OG0004392	Sp10g00140	g5026.t1
OG0004393	Sp10g00144	g5029.t1
OG0004394	Sp10g00145	g5030.t1
OG0004395	Sp10g00146	g5032.t1
OG0004396	Sp10g00150	g5036.t1
OG0004397	Sp10g00154	g5038.t1
OG0004398	Sp10g00158	g5042.t1
OG0004399	Sp10g00160	g5044.t1
OG0004400	Sp10g00161	g5045.t1
OG0004401	Sp10g00167	g5049.t1
OG0004402	Sp10g00168	g5050.t1
OG0004403	Sp10g00169	g5051.t1
OG0004404	Sp10g00170	g5052.t1
OG0004405	Sp10g00171	g5053.t1
OG0004406	Sp10g00182	g5064.t1
OG0004407	Sp10g00185	g5067.t1
OG0004408	Sp10g00186	g5068.t1
OG0004409	Sp10g00191	g5073.t1
OG0004410	Sp10g00192	g5074.t1
OG0004411	Sp10g00193	g5075.t1
OG0004412	Sp10g00194	g5076.t1
OG0004413	Sp10g00198	g5080.t1
OG0004414	Sp10g00200	g5082.t1
OG0004415	Sp10g00201	g5083.t1
OG0004416	Sp10g00206	g5086.t1
OG0004417	Sp10g00208	g5088.t1
OG0004418	Sp10g00211	g5092.t1
OG0004419	Sp10g00213	g5094.t1
OG0004420	Sp10g00215	g5095.t1
OG0004421	Sp10g00216	g5096.t1
OG0004421	Sp04g00303	g11473.t1
OG0004422	Sp10g00224	g5100.t1
OG0004423	Sp10g00228	g5102.t1
OG0004424	Sp10g00230	g5104.t1
OG0004425	Sp10g00231	g5105.t1
OG0004426	Sp10g00232	g5106.t1
OG0004427	Sp10g00238	g5111.t1
OG0004428	Sp10g00242	g5115.t1
OG0004429	Sp10g00244	g5117.t1
OG0004430	Sp10g00245	g5118.t1
OG0004431	Sp10g00248	g5121.t1
OG0004432	Sp10g00250	g5124.t1
OG0004433	Sp10g00252	g5126.t1
OG0004434	Sp10g00264	g5136.t1
OG0004435	Sp10g00265	g5137.t1
OG0004436	Sp10g00267	g5140.t1
OG0004438	Sp10g00279	g5151.t1
OG0004439	Sp10g00287	g5159.t1
OG0004440	Sp10g00292	g5162.t1
OG0004441	Sp10g00293	g5163.t1
OG0004442	Sp10g00294	g5164.t1
