Orthogroup	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins
OG0003766	g3006.t1	Sp07g00924
OG0003767	g3013.t1	Sp07g00933
OG0003768	g3017.t1	Sp07g00936
OG0003769	g3018.t1	Sp07g00937
OG0003770	g3046.t1	Sp07g00966
OG0003771	g3047.t1	Sp07g00968
OG0003772	g3050.t1	Sp07g00969
OG0003773	g3053.t1	Sp07g00971
OG0003774	g3054.t1	Sp07g00972
OG0003775	g3068.t1	Sp07g00980
OG0003776	g3069.t1	Sp07g00981
OG0003777	g3073.t1	Sp07g00985
OG0003778	g3075.t1	Sp07g00987
OG0003779	g3082.t1	Sp07g00994
OG0003780	g3084.t1	Sp07g00996
OG0003781	g3086.t1	Sp07g00999
OG0003782	g3087.t1, g3088.t1	Sp07g01002
OG0003783	g3090.t1	Sp07g01004
OG0003784	g3092.t1	Sp07g01006
OG0003785	g3105.t1	Sp07g01009
OG0003786	g3107.t1	Sp07g01012
OG0003787	g3120.t1	Sp07g01022
OG0003788	g3123.t1	Sp07g01025
OG0003789	g3124.t1	Sp07g01026
OG0003790	g3129.t1	Sp07g01031
OG0003791	g3132.t1	Sp07g01039
OG0003792	g3135.t1	Sp07g01042
OG0003793	g3141.t1	Sp07g01050
OG0003794	g3142.t1	Sp07g01051
OG0003795	g3144.t1	Sp07g01053
OG0003796	g3152.t1	Sp07g01063
OG0003797	g3160.t1	Sp07g01071
OG0003798	g3164.t1	Sp07g01076
OG0003799	g3166.t1	Sp07g01079
OG0003800	g3168.t1	Sp07g01080
OG0003801	g3171.t1	Sp07g01085
OG0003802	g3172.t1	Sp07g01086
OG0003803	g3174.t1	Sp07g01088
OG0003804	g3176.t1	Sp07g01091
OG0003805	g3186.t1	Sp07g01100
OG0003806	g3188.t1, g3199.t1, g3191.t1	Sp20g00603
OG0003807	g3204.t1, g13635.t1, g3202.t1	Sp16g00581
OG0003808	g3206.t1, g13633.t1, g12687.t1	Sp16g00579
OG0003809	g3225.t1	Sp16g00559
OG0003810	g3226.t1	Sp16g00558
OG0003811	g3227.t1	Sp16g00557
OG0003812	g3229.t1	Sp16g00555
OG0003813	g3233.t1	Sp16g00551
OG0003814	g3235.t1	Sp16g00549
OG0003815	g3244.t1	Sp16g00538
OG0003816	g3249.t1	Sp16g00533
OG0003817	g3255.t1	Sp16g00528
OG0003818	g3265.t1	Sp16g00518
OG0003819	g3272.t1	Sp16g00512
OG0003820	g3273.t1	Sp02g01299
OG0003821	g3276.t1	Sp01g01366
OG0003822	g3280.t1	Sp01g01371
OG0003823	g3283.t1	Sp01g01373
OG0003824	g3284.t1	Sp01g01374
OG0003825	g3285.t1	Sp01g01375
OG0003826	g3287.t1	Sp01g01377
OG0003828	g3290.t1	Sp01g01379
OG0003829	g3292.t1	Sp01g01381
OG0003830	g5750.t1	Sp10g00942
OG0003830	g3293.t1	Sp01g01382
OG0003831	g3296.t1	Sp01g01385
OG0003832	g3298.t1	Sp01g01387
OG0003833	g3301.t1	Sp01g01390
OG0003834	g3304.t1	Sp01g01393
OG0003835	g3310.t1	Sp01g01397
OG0003836	g3311.t1	Sp01g01398
OG0003837	g3312.t1	Sp01g01399
OG0003838	g3326.t1	Sp01g01412
OG0003839	g3327.t1	Sp01g01413
OG0003840	g3329.t1	Sp01g01415
OG0003841	g3331.t1	Sp01g01417
OG0003842	g3333.t1	Sp01g01420
OG0003843	g3340.t1	Sp01g01427
OG0003844	g3341.t1	Sp01g01428
OG0003845	g3342.t1	Sp01g01430
OG0003846	g3344.t1	Sp01g01436
OG0003847	g3348.t1	Sp01g01439
OG0003848	g3354.t1	Sp01g01446
OG0003849	g3356.t1	Sp01g01448
OG0003850	g3358.t1	Sp01g01450
OG0003851	g3359.t1	Sp01g01451
OG0003852	g3366.t1	Sp01g01461
OG0003853	g3367.t1	Sp01g01462
OG0003854	g3368.t1	Sp01g01463
OG0003855	g3371.t1	Sp01g01466
OG0003856	g3372.t1	Sp01g01467
OG0003857	g5772.t1, g3375.t1	Sp01g01470
OG0003858	g3376.t1	Sp01g01471
OG0003859	g3378.t1	Sp01g01474
OG0003860	g3391.t1	Sp01g01488
OG0003861	g3394.t1	Sp01g01494
OG0003862	g3395.t1	Sp01g01496
OG0003863	g3396.t1	Sp01g01497
OG0003864	g3402.t1	Sp01g01506
OG0003865	g3405.t1	Sp01g01511
OG0003866	g3406.t1	Sp01g01514
OG0003867	g3420.t1	Sp01g01526
OG0003868	g3421.t1	Sp01g01527
OG0003869	g3431.t1	Sp01g01536
OG0003870	g3432.t1	Sp01g01537
OG0003871	g3440.t1	Sp01g01546
OG0003872	g3441.t1	Sp01g01547
OG0003873	g3443.t1	Sp01g01549
OG0003874	g3445.t1	Sp01g01551
OG0003875	g3449.t1	Sp01g01555
OG0003876	g3454.t1	Sp01g01559
OG0003877	g3455.t1	Sp01g01560
OG0003878	g3464.t1	Sp06g00126
OG0003879	g3474.t1	Sp01g01572
OG0003880	g3476.t1	Sp01g01573
OG0003881	g3477.t1	Sp01g01574
OG0003882	g3485.t1	Sp01g01584
OG0003883	g3488.t1	Sp01g01586
OG0003884	g3489.t1	Sp01g01693
OG0003885	g3492.t1	Sp01g01695
OG0003886	g3494.t1	Sp01g01697
OG0003887	g3496.t1	Sp01g01699
OG0003888	g3498.t1	Sp01g01701
OG0003889	g3501.t1	Sp01g01706
OG0003890	g3508.t1	Sp01g01716
OG0003891	g3514.t1	Sp01g01724
OG0003892	g3516.t1	Sp01g01726
OG0003893	g3518.t1	Sp01g01731
OG0003894	g3522.t1	Sp01g01736
OG0003895	g3525.t1	Sp01g01739
OG0003896	g3526.t1	Sp01g01740
OG0003897	g3528.t1	Sp01g01742
OG0003898	g3534.t1	Sp01g01748
OG0003899	g3537.t1	Sp01g01752
OG0003900	g3538.t1	Sp01g01753
OG0003901	g3539.t1	Sp01g01754
OG0003902	g3542.t1	Sp01g01757
OG0003903	g3543.t1	Sp01g01758
OG0003904	g3551.t1	Sp01g01766
OG0003905	g3552.t1	Sp01g01767
OG0003906	g3554.t1	Sp01g01769
OG0003907	g3555.t1	Sp01g01771
OG0003908	g3556.t1	Sp01g01772
OG0003909	g3557.t1	Sp01g01773
OG0003910	g3558.t1	Sp01g01774
OG0003911	g3559.t1	Sp01g01775
OG0003912	g3560.t1	Sp01g01776
OG0003913	g3562.t1	Sp01g01779
OG0003914	g3565.t1	Sp01g01781
OG0003915	g3566.t1	Sp01g01782
OG0003916	g3567.t1	Sp01g01783
OG0003917	g3570.t1	Sp01g01787
OG0003918	g3572.t1	Sp01g01789
OG0003919	g3575.t1	Sp01g01792
OG0003920	g3576.t1	Sp01g01793
OG0003921	g3577.t1	Sp01g01794
OG0003922	g3581.t1	Sp01g01796
OG0003923	g3584.t1	Sp01g01799
OG0003924	g3585.t1	Sp01g01800
OG0003926	g3588.t1	Sp01g01802
OG0003927	g3589.t1	Sp01g01803
OG0003928	g3591.t1	Sp01g01808
OG0003929	g3597.t1	Sp01g01814
OG0003930	g3601.t1	Sp01g01818
OG0003931	g3603.t1	Sp01g01820
OG0003932	g3604.t1	Sp01g01821
OG0003933	g3612.t1	Sp01g01829
OG0003934	g3614.t1	Sp01g01831
OG0003935	g3617.t1	Sp01g01833
OG0003936	g3618.t1	Sp01g01834
OG0003937	g3622.t1	Sp01g01837
OG0003938	g3623.t1	Sp01g01838
OG0003940	g3648.t1	Sp01g01363
OG0003941	g3649.t1	Sp01g01362
OG0003942	g3652.t1	Sp01g01359
OG0003943	g3653.t1	Sp01g01358
OG0003944	g3655.t1	Sp01g01356
OG0003945	g3660.t1	Sp01g01350
OG0003946	g3663.t1	Sp01g01346
OG0003947	g3664.t1	Sp01g01345
OG0003948	g3665.t1	Sp01g01344
OG0003949	g3668.t1	Sp01g01341
OG0003950	g3675.t1	Sp01g01332
OG0003951	g3676.t1	Sp01g01331
OG0003952	g3677.t1	Sp01g01330
OG0003953	g3679.t1	Sp01g01328
OG0003954	g3680.t1	Sp01g01327
OG0003955	g3682.t1	Sp01g01325
OG0003956	g3683.t1	Sp01g01324
OG0003957	g3688.t1	Sp01g01320
OG0003958	g3698.t1	Sp01g01311
OG0003959	g3703.t1	Sp01g01306
OG0003960	g3706.t1	Sp01g01304
OG0003961	g3712.t1	Sp01g01298
OG0003962	g3717.t1	Sp01g01293
OG0003963	g3722.t1	Sp01g01286
OG0003964	g3725.t1	Sp01g01284
OG0003965	g3728.t1	Sp01g01282
OG0003966	g3729.t1	Sp01g01281
OG0003967	g3739.t1	Sp01g01271
OG0003968	g3743.t1	Sp01g01267
OG0003969	g3746.t1	Sp01g01264
OG0003970	g3750.t1	Sp01g01261
OG0003972	g3752.t1	Sp01g01260
OG0003973	g3753.t1	Sp01g01259
OG0003974	g3755.t1	Sp01g01257
OG0003975	g3758.t1	Sp01g01254
OG0003976	g3761.t1	Sp01g01251
OG0003977	g3767.t1	Sp01g01244
OG0003978	g3768.t1	Sp01g01243
OG0003979	g3770.t1	Sp01g01241
OG0003980	g3772.t1	Sp01g01239
OG0003981	g3773.t1	Sp01g01238
OG0003982	g3779.t1	Sp01g01233
OG0003983	g3785.t1	Sp01g01226
OG0003984	g3786.t1	Sp01g01225
OG0003985	g3794.t1	Sp01g01218
OG0003986	g3799.t1	Sp01g01215
OG0003987	g3802.t1	Sp01g01212
OG0003988	g3812.t1	Sp01g01203
OG0003989	g3816.t1	Sp01g01200
OG0003990	g3819.t1	Sp01g01198
OG0003991	g3824.t1	Sp01g01194
OG0003992	g3827.t1	Sp01g01191
OG0003993	g3834.t1	Sp01g01184
OG0003994	g3836.t1	Sp01g01182
OG0003995	g3843.t1	Sp01g01172
OG0003996	g3845.t1	Sp01g01171
OG0003997	g3851.t1	Sp01g01163
OG0003998	g3853.t1	Sp01g01161
OG0003999	g3855.t1	Sp01g01159
OG0004000	g3857.t1	Sp01g01157
OG0004001	g3858.t1	Sp01g01156
OG0004002	g3859.t1	Sp01g01155
OG0004003	g3862.t1	Sp01g01152
OG0004004	g3863.t1	Sp01g01151
OG0004005	g3867.t1	Sp01g01148
OG0004006	g3868.t1	Sp01g01147
OG0004007	g3869.t1	Sp01g01146
OG0004008	g3870.t1	Sp01g01145
OG0004009	g3879.t1	Sp01g01136
OG0004010	g3881.t1	Sp01g01134
OG0004011	g3885.t1	Sp01g01129
OG0004012	g3887.t1	Sp01g01127
OG0004013	g3888.t1	Sp01g01126
OG0004014	g3896.t1	Sp01g01117
OG0004015	g3897.t1	Sp01g01116
OG0004016	g3899.t1	Sp01g01115
OG0004017	g3904.t1	Sp01g01110
OG0004018	g3906.t1	Sp01g01107
OG0004019	g3907.t1	Sp01g01106
OG0004020	g3908.t1	Sp01g01105
OG0004021	g3909.t1	Sp01g01104
OG0004022	g3910.t1	Sp01g01103
OG0004023	g3914.t1	Sp01g01100
OG0004024	g3917.t1	Sp01g01098
OG0004025	g3922.t1	Sp01g01091
OG0004026	g3925.t1	Sp01g01088
OG0004027	g3927.t1	Sp01g01084
OG0004028	g3928.t1	Sp01g01083
OG0004029	g3929.t1	Sp01g01082
OG0004030	g3934.t1	Sp01g01078
OG0004031	g3935.t1	Sp01g01077
OG0004032	g3937.t1	Sp01g01075
OG0004033	g3940.t1	Sp01g01072
OG0004034	g3941.t1	Sp01g01071
OG0004035	g3946.t1	Sp01g01067
OG0004036	g3947.t1	Sp01g01066
OG0004037	g3952.t1	Sp01g01060
OG0004038	g3953.t1	Sp01g01059
OG0004039	g3954.t1	Sp01g01058
OG0004040	g3956.t1	Sp01g01056
OG0004041	g3957.t1	Sp01g01055
OG0004042	g3961.t1	Sp01g01050
OG0004043	g3976.t1	Sp01g01032
OG0004044	g3979.t1	Sp01g01029
OG0004045	g3981.t1	Sp01g01025
OG0004046	g3982.t1	Sp01g01024
OG0004047	g3983.t1	Sp01g01023
OG0004048	g3985.t1	Sp01g01021
OG0004049	g3989.t1	Sp01g01017
OG0004050	g3990.t1	Sp01g01016
OG0004051	g3992.t1	Sp01g01013
OG0004052	g3994.t1	Sp01g01011
OG0004053	g3997.t1	Sp01g01008
OG0004054	g3999.t1	Sp01g01006
OG0004055	g4004.t1	Sp01g01002
OG0004056	g4007.t1	Sp01g00998
OG0004057	g4009.t1	Sp01g00996
OG0004058	g4015.t1	Sp01g00990
OG0004059	g4025.t1	Sp01g00978
OG0004060	g4026.t1	Sp01g00977
OG0004061	g4027.t1	Sp01g00976
OG0004062	g4028.t1	Sp01g00974
OG0004063	g4037.t1	Sp01g00964
OG0004064	g4038.t1	Sp01g00963
OG0004065	g4039.t1	Sp01g00962
OG0004067	g4052.t1	Sp01g00950
OG0004068	g4059.t1	Sp01g00940
OG0004069	g4060.t1	Sp01g00939
OG0004070	g4062.t1	Sp01g00937
OG0004071	g4065.t1	Sp01g00934
OG0004072	g4066.t1	Sp01g00933
OG0004073	g4067.t1	Sp01g00932
OG0004074	g4068.t1	Sp01g00931
OG0004075	g4070.t1	Sp01g00928
OG0004076	g4076.t1	Sp01g00923
OG0004077	g4077.t1	Sp01g00922
OG0004078	g4078.t1	Sp01g00921
OG0004079	g4081.t1	Sp01g00918
OG0004080	g4085.t1	Sp01g00912
OG0004081	g4087.t1	Sp01g00910
OG0004082	g4088.t1	Sp01g00908
OG0004083	g4089.t1	Sp01g00907
OG0004084	g4095.t1	Sp01g00901
OG0004085	g4096.t1	Sp01g00900
OG0004086	g4101.t1	Sp01g00898
OG0004087	g4102.t1	Sp01g00897
OG0004088	g4105.t1	Sp01g00894
OG0004089	g4106.t1	Sp01g00893
OG0004090	g4107.t1	Sp01g00892
OG0004091	g4108.t1	Sp01g00890
OG0004092	g4111.t1	Sp01g00887
OG0004093	g4114.t1	Sp01g00884
OG0004094	g4115.t1	Sp01g00883
OG0004095	g4116.t1, g4117.t1	Sp01g00882
OG0004096	g4120.t1	Sp01g00879
OG0004097	g4124.t1	Sp01g00873
OG0004098	g4128.t1	Sp01g00869
OG0004099	g4132.t1	Sp01g00866
OG0004100	g4133.t1	Sp01g00865
OG0004101	g4138.t1	Sp01g00860
OG0004102	g4140.t1	Sp01g00856
OG0004103	g4142.t1	Sp01g00854
OG0004104	g4143.t1	Sp01g00853
OG0004105	g4144.t1	Sp01g00852
OG0004106	g4145.t1	Sp01g00851
OG0004107	g4147.t1	Sp01g00849
OG0004108	g4148.t1	Sp01g00848
OG0004109	g4149.t1	Sp01g00847
OG0004110	g4151.t1	Sp01g00845
OG0004111	g4154.t1	Sp01g00839
OG0004112	g4158.t1	Sp01g00833
OG0004113	g4159.t1	Sp01g00832
OG0004114	g4161.t1	Sp01g00830
OG0004116	g4169.t1	Sp01g00825
OG0004117	g4171.t1	Sp01g00822
OG0004118	g4172.t1	Sp01g00821
OG0004119	g4175.t1	Sp01g00817
OG0004120	g4176.t1	Sp01g00816
OG0004121	g4178.t1	Sp01g00813
OG0004122	g4179.t1	Sp01g00812
OG0004123	g4180.t1	Sp01g00810
OG0004124	g4181.t1	Sp01g00809
OG0004125	g4182.t1	Sp01g00808
OG0004126	g4187.t1	Sp01g00803
OG0004127	g4188.t1	Sp01g00802
OG0004128	g4189.t1	Sp01g00801
OG0004129	g4191.t1	Sp01g00799
OG0004130	g4194.t1	Sp01g00795
OG0004131	g4195.t1	Sp01g00794
OG0004132	g4196.t1	Sp01g00793
OG0004133	g4199.t1	Sp01g00790
OG0004134	g4204.t1	Sp01g00788
OG0004135	g4208.t1	Sp01g00785
OG0004136	g4211.t1	Sp01g00782
OG0004137	g4213.t1	Sp01g00780
OG0004138	g4216.t1	Sp01g00775
OG0004139	g4220.t1	Sp01g00771
OG0004140	g4221.t1	Sp01g00770
OG0004141	g4225.t1	Sp01g00767
OG0004142	g4229.t1	Sp01g00762
OG0004143	g4230.t1	Sp01g00760
OG0004144	g4234.t1	Sp01g00752
OG0004145	g4237.t1	Sp01g00746
OG0004146	g4239.t1	Sp01g00744
OG0004147	g4241.t1	Sp01g00742
OG0004148	g4243.t1	Sp01g00741
OG0004149	g4244.t1	Sp01g00740
OG0004150	g4245.t1	Sp01g00738
OG0004151	g4248.t1	Sp01g00737
OG0004152	g4249.t1	Sp01g00736
OG0004153	g4250.t1	Sp01g00735
OG0004154	g4252.t1	Sp01g00733
OG0004155	g4253.t1	Sp01g00732
OG0004156	g4257.t1	Sp01g00729
OG0004157	g4260.t1	Sp01g00725
OG0004158	g4261.t1	Sp01g00724
OG0004159	g4265.t1	Sp01g00719
OG0004160	g4266.t1	Sp01g00718
OG0004161	g4269.t1	Sp01g00716
OG0004162	g4274.t1	Sp01g00710
OG0004163	g4275.t1	Sp01g00709
OG0004164	g4284.t1	Sp01g00698
OG0004165	g4286.t1	Sp01g00695
OG0004166	g4288.t1	Sp01g00693
OG0004167	g4289.t1	Sp01g00692
OG0004168	g4295.t1	Sp01g00689
OG0004169	g4298.t1	Sp01g00686
OG0004170	g4299.t1	Sp01g00684
OG0004171	g4315.t1	Sp01g00673
OG0004172	g4322.t1	Sp01g00664
OG0004173	g4325.t1	Sp01g00660
OG0004174	g4326.t1	Sp01g00659
OG0004175	g4332.t1	Sp01g00652
OG0004175	g4328.t1	Sp01g00657
OG0004176	g4349.t1	Sp01g00635
OG0004177	g4351.t1	Sp01g00633
OG0004178	g4352.t1	Sp01g00632
OG0004179	g4355.t1	Sp01g00629
OG0004180	g4360.t1	Sp01g00617
OG0004181	g4361.t1	Sp01g00615
OG0004182	g4386.t1	Sp01g00607
OG0004183	g4387.t1	Sp01g00606
OG0004184	g4391.t1	Sp01g00602
OG0004185	g4394.t1	Sp01g00600
OG0004186	g4399.t1	Sp01g00595
OG0004187	g4400.t1	Sp01g00594
OG0004188	g4404.t1	Sp01g00585
OG0004189	g4406.t1	Sp01g00583
OG0004190	g4407.t1	Sp01g00582
OG0004191	g4417.t1	Sp01g00573
OG0004192	g4419.t1	Sp01g00571
OG0004193	g4422.t1	Sp01g00568
OG0004194	g4426.t1	Sp01g00565
OG0004195	g4427.t1	Sp01g00564
OG0004196	g4429.t1	Sp01g00561
OG0004197	g4432.t1	Sp01g00560
OG0004198	g4434.t1	Sp01g00557
OG0004199	g4435.t1	Sp01g00555
OG0004200	g4439.t1	Sp01g00550
OG0004201	g4440.t1	Sp01g00549
OG0004202	g4444.t1	Sp01g00541
OG0004203	g4447.t1	Sp01g00539
OG0004204	g4448.t1	Sp01g00530
OG0004205	g4449.t1	Sp01g00529
OG0004206	g4450.t1	Sp01g00528
OG0004207	g4454.t1	Sp01g00525
OG0004208	g4455.t1	Sp01g00524
OG0004209	g4456.t1	Sp01g00522
OG0004210	g4463.t1	Sp01g00516
OG0004211	g4467.t1	Sp01g00512
OG0004212	g4473.t1, g4469.t1	Sp01g00510, Sp01g00505
OG0004213	g4471.t1	Sp01g00508
OG0004214	g4477.t1	Sp01g00503
OG0004215	g4480.t1	Sp01g00497
OG0004216	g4482.t1	Sp01g00495
OG0004217	g4484.t1	Sp01g00493
OG0004218	g4487.t1	Sp01g00490
OG0004219	g4489.t1	Sp01g00487
OG0004220	g4500.t1	Sp01g00473
OG0004222	g4504.t1	Sp01g00470
OG0004223	g4507.t1	Sp01g00465
OG0004224	g4509.t1	Sp01g00463
OG0004225	g4510.t1	Sp01g00462
OG0004226	g4511.t1	Sp01g00461
OG0004227	g4514.t1	Sp01g00458
OG0004228	g4519.t1	Sp01g00453
OG0004229	g4523.t1	Sp01g00450
OG0004230	g4524.t1	Sp01g00448
OG0004231	g4527.t1	Sp01g00444
OG0004232	g4533.t1	Sp01g00440
OG0004233	g4536.t1	Sp01g00437
OG0004234	g4537.t1	Sp01g00434
OG0004235	g4538.t1	Sp01g00433
OG0004236	g4539.t1	Sp01g00432
OG0004237	g4542.t1	Sp01g00428
OG0004238	g4550.t1	Sp01g00409
OG0004239	g4551.t1	Sp01g00408
OG0004240	g4554.t1	Sp01g00404
OG0004241	g4555.t1	Sp01g00403
OG0004242	g4559.t1	Sp01g00399
OG0004243	g4561.t1	Sp01g00394
OG0004244	g4564.t1	Sp01g00389
OG0004245	g4565.t1	Sp01g00388
OG0004246	g4569.t1	Sp01g00382
OG0004247	g4572.t1	Sp01g00378
OG0004248	g4573.t1	Sp01g00377
OG0004249	g4574.t1	Sp01g00376
OG0004250	g4580.t1	Sp01g00369
OG0004251	g4581.t1	Sp01g00368
OG0004252	g4587.t1	Sp01g00361
OG0004253	g4594.t1	Sp01g00354
OG0004254	g4602.t1	Sp01g00346
OG0004255	g4603.t1	Sp01g00345
OG0004256	g4608.t1	Sp01g00338
OG0004257	g4609.t1	Sp01g00337
OG0004258	g4611.t1	Sp01g00335
OG0004259	g4615.t1	Sp01g00329
OG0004260	g4618.t1	Sp01g00328
OG0004261	g4619.t1	Sp01g00327
OG0004262	g4620.t1	Sp01g00326
OG0004263	g4621.t1	Sp01g00323
OG0004264	g4623.t1	Sp01g00320
OG0004265	g4624.t1	Sp01g00319
OG0004266	g4625.t1	Sp01g00318
OG0004267	g4636.t1	Sp01g00307, Sp01g00308
OG0004268	g4637.t1	Sp01g00306
OG0004269	g4642.t1	Sp01g00300
OG0004270	g4648.t1	Sp01g00294
OG0004271	g4650.t1	Sp01g00293
OG0004272	g4651.t1	Sp01g00292
OG0004273	g4653.t1	Sp01g00290
OG0004274	g4655.t1	Sp01g00287
OG0004275	g4657.t1	Sp01g00285
OG0004276	g4660.t1	Sp01g00283
OG0004277	g4665.t1	Sp01g00277
OG0004278	g4668.t1	Sp01g00274
OG0004278	g10170.t1	Sp09g00919
OG0004279	g4669.t1	Sp01g00273
OG0004280	g4671.t1	Sp01g00270
OG0004281	g10154.t1	Sp09g00939
OG0004281	g4673.t1	Sp01g00268
OG0004282	g4679.t1	Sp01g00253
OG0004283	g4688.t1	Sp01g00246
OG0004284	g4689.t1	Sp01g00245
OG0004285	g4690.t1	Sp01g00244
OG0004286	g4694.t1	Sp01g00240
OG0004287	g4695.t1	Sp01g00239
OG0004288	g4698.t1	Sp01g00236
OG0004289	g4699.t1	Sp01g00235
OG0004290	g4700.t1	Sp01g00234
OG0004291	g4704.t1	Sp01g00230
OG0004292	g4706.t1	Sp01g00222
OG0004293	g4707.t1	Sp01g00221
OG0004294	g4713.t1	Sp01g00213
OG0004295	g4718.t1	Sp01g00208
OG0004296	g4721.t1	Sp01g00206
OG0004297	g4723.t1	Sp01g00204
OG0004298	g4728.t1	Sp01g00197
OG0004299	g4729.t1	Sp01g00196
OG0004300	g4731.t1	Sp01g00193
OG0004301	g4739.t1	Sp01g00185
OG0004302	g4741.t1	Sp01g00182
OG0004303	g4744.t1	Sp01g00180
OG0004304	g4748.t1	Sp01g00177, Sp01g00153
OG0004305	g4754.t1	Sp01g00146
OG0004306	g4758.t1	Sp01g00138
OG0004307	g4760.t1	Sp01g00136
OG0004308	g4766.t1	Sp01g00128
OG0004309	g4767.t1	Sp01g00127
OG0004310	g4774.t1	Sp01g00118
OG0004311	g4778.t1	Sp01g00112
OG0004312	g4780.t1	Sp01g00110
OG0004313	g4782.t1	Sp01g00108
OG0004314	g4785.t1	Sp01g00105
OG0004315	g4786.t1	Sp01g00104
OG0004316	g4788.t1	Sp01g00102
OG0004317	g4789.t1	Sp01g00101
OG0004318	g4791.t1	Sp01g00099
OG0004319	g4792.t1	Sp01g00098
OG0004320	g4794.t1	Sp01g00096
OG0004321	g4795.t1	Sp01g00095
OG0004322	g17087.t1	Sp03g00257
OG0004322	g4798.t1	Sp01g00091
OG0004323	g4801.t1	Sp01g00089
OG0004324	g4804.t1	Sp01g00087
OG0004325	g4806.t1	Sp01g00085
OG0004326	g4808.t1	Sp01g00082
OG0004327	g4809.t1	Sp01g00081
OG0004328	g4810.t1	Sp01g00080
OG0004329	g4811.t1	Sp01g00079
OG0004330	g4819.t1	Sp01g00072
OG0004331	g4823.t1	Sp01g00066
OG0004332	g4825.t1	Sp01g00064
OG0004333	g4830.t1	Sp01g00060
OG0004334	g4832.t1	Sp01g00059
OG0004335	g4835.t1	Sp01g00055
OG0004336	g4841.t1	Sp01g00050
OG0004337	g4842.t1	Sp01g00049
OG0004338	g4847.t1	Sp01g00042
OG0004339	g4849.t1	Sp01g00040
OG0004340	g4851.t1	Sp01g00038
OG0004341	g4853.t1	Sp01g00036
OG0004342	g4855.t1	Sp01g00034
OG0004343	g4856.t1	Sp01g00033
OG0004344	g4860.t1	Sp01g00029
OG0004345	g4862.t1	Sp01g00027
OG0004346	g4864.t1	Sp01g00025
OG0004347	g4866.t1	Sp01g00022
OG0004348	g4872.t1	Sp01g00017
OG0004349	g4876.t1	Sp01g00013
OG0004350	g4877.t1	Sp01g00012
OG0004351	g4879.t1	Sp01g00010
OG0004352	g4883.t1	Sp01g00007
OG0004353	g4884.t1	Sp01g00005
OG0004354	g4885.t1	Sp01g00004
OG0004355	g4886.t1	Sp01g00003
OG0004356	g4892.t1	Sp10g00003
OG0004357	g4899.t1	Sp10g00011
OG0004358	g4900.t1	Sp10g00012
OG0004359	g4904.t1	Sp10g00015
OG0004360	g4905.t1	Sp10g00016
OG0004361	g4906.t1	Sp10g00017
OG0004362	g4911.t1	Sp10g00024
OG0004363	g4915.t1	Sp10g00027
OG0004364	g4920.t1	Sp10g00034
OG0004365	g4924.t1	Sp10g00038
OG0004366	g4926.t1	Sp10g00040
OG0004367	g4931.t1	Sp10g00046
OG0004368	g4936.t1	Sp10g00050
OG0004369	g4946.t1	Sp10g00064
OG0004370	g4954.t1	Sp10g00071
OG0004371	g4970.t1	Sp10g00080
OG0004372	g4975.t1	Sp10g00090
OG0004373	g4976.t1	Sp10g00092
OG0004374	g4978.t1	Sp10g00094
OG0004375	g4981.t1	Sp10g00097
OG0004375	g4982.t1	Sp10g00099
OG0004376	g4987.t1	Sp10g00105
OG0004377	g4989.t1	Sp10g00107
OG0004378	g4993.t1	Sp10g00110
OG0004379	g4995.t1	Sp10g00112
OG0004380	g4996.t1	Sp10g00113
OG0004381	g4998.t1	Sp10g00116
OG0004382	g4999.t1	Sp10g00117
OG0004383	g5001.t1	Sp10g00119
OG0004384	g5002.t1	Sp10g00120
OG0004385	g5003.t1	Sp10g00121
OG0004386	g5004.t1	Sp10g00122
OG0004387	g5006.t1	Sp10g00124
OG0004388	g5009.t1	Sp10g00127
OG0004389	g5013.t1	Sp10g00131
OG0004390	g5054.t1	Sp10g00172
OG0004390	g5015.t1	Sp10g00133
OG0004391	g5021.t1	Sp10g00136
OG0004392	g5026.t1	Sp10g00140
OG0004393	g5029.t1	Sp10g00144
OG0004394	g5030.t1	Sp10g00145
OG0004395	g5032.t1	Sp10g00146
OG0004396	g5036.t1	Sp10g00150
OG0004397	g5038.t1	Sp10g00154
OG0004398	g5042.t1	Sp10g00158
OG0004399	g5044.t1	Sp10g00160
OG0004400	g5045.t1	Sp10g00161
OG0004401	g5049.t1	Sp10g00167
OG0004402	g5050.t1	Sp10g00168
OG0004403	g5051.t1	Sp10g00169
OG0004404	g5052.t1	Sp10g00170
OG0004405	g5053.t1	Sp10g00171
OG0004406	g5064.t1	Sp10g00182
OG0004407	g5067.t1	Sp10g00185
OG0004408	g5068.t1	Sp10g00186
OG0004409	g5073.t1	Sp10g00191
OG0004410	g5074.t1	Sp10g00192
OG0004411	g5075.t1	Sp10g00193
OG0004412	g5076.t1	Sp10g00194
OG0004413	g5080.t1	Sp10g00198
OG0004414	g5082.t1	Sp10g00200
OG0004415	g5083.t1	Sp10g00201
OG0004416	g5086.t1	Sp10g00206
OG0004417	g5088.t1	Sp10g00208
OG0004418	g5092.t1	Sp10g00211
OG0004419	g5094.t1	Sp10g00213
OG0004420	g5095.t1	Sp10g00215
OG0004421	g5096.t1	Sp10g00216
OG0004421	g11473.t1	Sp04g00303
OG0004422	g5100.t1	Sp10g00224
OG0004423	g5102.t1	Sp10g00228
OG0004424	g5104.t1	Sp10g00230
