Orthogroup	Sp7498_pacbio.protein	wa8730.asm201904v2.ann1.proteins
OG0001121	g1238.t1	Wa8730a005g002860_P001, Wa8730a005g002800_P001
OG0001122	g6868.t1, g1264.t1	Wa8730a005g003030_P001
OG0001123	g1270.t1, g1275.t1	Wa8730a005g003040_P001
OG0001124	g15093.t1, g1342.t1	Wa8730a016g004670_P001
OG0001126	g1351.t1	Wa8730a005g003770_P002, Wa8730a005g003770_P001
OG0001127	g1352.t1, g8879.t1	Wa8730a004g007390_P001
OG0001128	g1354.t1	Wa8730a005g003800_P001, Wa8730a005g003800_P002
OG0001129	g8884.t1, g1363.t1	Wa8730a004g007370_P001
OG0001130	g1368.t1, g6840.t1	Wa8730a010g001690_P001
OG0001131	g8891.t1, g1418.t1	Wa8730a004g007360_P001
OG0001132	g9490.t1, g1426.t1	Wa8730a005g004170_P001
OG0001133	g1454.t1, g6803.t1	Wa8730a005g004450_P001
OG0001134	g1471.t1, g6799.t1	Wa8730a005g004270_P001
OG0001135	g1486.t1, g6797.t1	Wa8730a010g002400_P001
OG0001136	g1490.t1	Wa8730a005g005020_P001, Wa8730a005g004970_P001
OG0001137	g1522.t1, g14329.t1	Wa8730a005g004810_P001
OG0001138	g1554.t1, g1550.t1	Wa8730a005g005150_P001
OG0001139	g8934.t1, g1558.t1	Wa8730a005g005260_P001
OG0001140	g1569.t1, g6754.t1	Wa8730a005g005300_P001
OG0001141	g1577.t1	Wa8730a005g005360_P001, Wa8730a010g002220_P001
OG0001142	g6709.t1, g1680.t1	Wa8730a010g002420_P001
OG0001143	g1713.t1, g18589.t1	Wa8730a002g000730_P001
OG0001144	g6679.t1, g1727.t1	Wa8730a005g006590_P001
OG0001145	g1743.t1, g5421.t1	Wa8730a005g006680_P001
OG0001146	g6658.t1, g1764.t1	Wa8730a005g006930_P001
OG0001147	g7999.t1, g1781.t1	Wa8730a005g007090_P001
OG0001148	g6635.t1, g1816.t1	Wa8730a005g007160_P001
OG0001149	g17964.t1, g1838.t1	Wa8730a002g005330_P001
OG0001150	g1887.t1, g8060.t1	Wa8730a001g011420_P001
OG0001151	g1943.t1, g11704.t1	Wa8730a005g007590_P001
OG0001152	g1954.t1, g1948.t1	Wa8730a005g007430_P001
OG0001153	g1968.t1, g6602.t1	Wa8730a005g007980_P001
OG0001154	g2007.t1	Wa8730a005g007630_P002, Wa8730a005g007630_P001
OG0001155	g2013.t1	Wa8730a005g007440_P001, Wa8730a005g007500_P001
OG0001156	g6559.t1, g2079.t1	Wa8730a005g008470_P001
OG0001157	g2138.t1	Wa8730a008g000330_P001, Wa8730a008g000340_P001
OG0001158	g2167.t1, g10295.t1	Wa8730a008g000230_P001
OG0001159	g2229.t1, g16595.t1	Wa8730a008g001150_P001
OG0001160	g2235.t1	Wa8730a008g001410_P002, Wa8730a008g001410_P001
OG0001161	g2246.t1, g16636.t1	Wa8730a003g004390_P001
OG0001162	g16674.t1, g2254.t1	Wa8730a008g001310_P001
OG0001163	g2264.t1	Wa8730a008g001730_P001
OG0001164	g2280.t1	Wa8730a008g001700_P001
OG0001164	g2282.t1	Wa8730a008g001640_P001
OG0001165	g2284.t1	Wa8730a002g004990_P001, Wa8730a008g001620_P001
OG0001166	g2310.t1	Wa8730a008g001500_P002, Wa8730a008g001500_P001
OG0001167	g2331.t1, g4874.t1	Wa8730a009g007180_P001
OG0001168	g4722.t1, g2337.t1	Wa8730a008g002000_P001
OG0001169	g2344.t1	Wa8730a008g002270_P002, Wa8730a008g002200_P001, Wa8730a008g002270_P001
OG0001170	g2346.t1, g17093.t1	Wa8730a008g002170_P001
OG0001171	g2352.t1, g17105.t1	Wa8730a008g002130_P001
OG0001172	g2381.t1	Wa8730a008g002390_P001, Wa8730a008g002360_P001
OG0001173	g17174.t1, g2389.t1	Wa8730a003g000780_P001
OG0001174	g4844.t1, g2409.t1	Wa8730a009g006960_P001
OG0001175	g2417.t1, g14193.t1	Wa8730a015g001540_P001
OG0001176	g11763.t1, g2458.t1	Wa8730a007g008930_P001
OG0001177	g2473.t1, g11241.t1	Wa8730a012g001430_P001
OG0001178	g2474.t1	Wa8730a012g000220_P001, Wa8730a012g000210_P001
OG0001179	g2476.t1, g5298.t1	Wa8730a012g000200_P001
OG0001180	g2488.t1	Wa8730a012g000130_P001
OG0001181	g2493.t1, g18511.t1	Wa8730a012g000330_P001
OG0001182	g11665.t1	Wa8730a007g008530_P001
OG0001182	g2506.t1	Wa8730a012g000370_P001
OG0001183	g2527.t1, g11548.t1	Wa8730a007g007570_P001
OG0001184	g13200.t1, g2534.t1	Wa8730a012g000570_P001
OG0001185	g13221.t1, g2559.t1	Wa8730a012g000800_P001
OG0001186	g2560.t1	Wa8730a012g000810_P001, Wa8730a012g000710_P001
OG0001187	g2580.t1	Wa8730a012g000880_P002, Wa8730a012g000880_P001
OG0001188	g11376.t1, g2612.t1	Wa8730a007g006370_P001
OG0001189	g2627.t1	Wa8730a012g001370_P003, Wa8730a012g001370_P002, Wa8730a012g001370_P001
OG0001190	g2636.t1	Wa8730a012g001670_P001
OG0001191	g2680.t1	Wa8730a012g001880_P001
OG0001192	g2692.t1	Wa8730a012g001930_P001
OG0001193	g11072.t1, g2707.t1	Wa8730a012g002090_P001
OG0001194	g11049.t1, g2716.t1	Wa8730a007g003830_P001
OG0001195	g2736.t1, g13369.t1	Wa8730a012g002210_P001
OG0001196	g2755.t1, g3609.t1	Wa8730a001g012580_P001
OG0001197	g2764.t1, g10904.t1	Wa8730a007g003480_P001
OG0001198	g2766.t1, g2765.t1	Wa8730a012g002520_P001
OG0001199	g2771.t1	Wa8730a012g002560_P002, Wa8730a012g002560_P001
OG0001200	g13412.t1, g2775.t1	Wa8730a006g003150_P001
OG0001201	g2861.t1	Wa8730a006g001720_P001, Wa8730a020g003080_P001
OG0001202	g2862.t1	Wa8730a012g002760_P001, Wa8730a015g004700_P001
OG0001203	g2898.t1, g10703.t1	Wa8730a012g003370_P001
OG0001204	g13559.t1, g2900.t1	Wa8730a012g003420_P001
OG0001205	g10381.t1, g2948.t1	Wa8730a012g003760_P001
OG0001206	g2958.t1	Wa8730a012g003850_P001, Wa8730a012g003840_P001
OG0001207	g9187.t1, g2969.t1	Wa8730a017g000340_P001
OG0001208	g2986.t1	Wa8730a012g004180_P002, Wa8730a012g004180_P001
OG0001209	g3000.t1	Wa8730a012g004190_P001, Wa8730a012g004260_P001
OG0001210	g3021.t1, g10444.t1	Wa8730a006g006450_P001
OG0001211	g3032.t1, g3033.t1, g3035.t1	Wa8730a012g004460_P001
OG0001212	g3036.t1	Wa8730a016g001940_P001, Wa8730a016g001930_P001, Wa8730a016g001920_P001
OG0001213	g3037.t1	Wa8730a012g004470_P001, Wa8730a012g004470_P002
OG0001214	g3106.t1, g10495.t1	Wa8730a006g005760_P001
OG0001215	g10497.t1, g3111.t1	Wa8730a006g005980_P001
OG0001216	g3147.t1	Wa8730a012g005040_P001, Wa8730a012g005170_P001
OG0001217	g13614.t1, g3221.t1	Wa8730a004g004270_P001
OG0001218	g3236.t1, g3237.t1	Wa8730a006g001380_P001, Wa8730a006g001390_P001
OG0001219	g3256.t1, g3257.t1	Wa8730a007g000830_P001
OG0001220	g15577.t1, g3261.t1	Wa8730a006g001490_P001
OG0001221	g13050.t1, g3266.t1	Wa8730a008g003150_P001
OG0001222	g3314.t1, g5752.t1	Wa8730a001g006410_P001
OG0001223	g3321.t1	Wa8730a001g006510_P001, Wa8730a001g006520_P001
OG0001225	g3330.t1, g5763.t1	Wa8730a009g001240_P001
OG0001226	g3349.t1	Wa8730a001g006640_P002, Wa8730a001g006640_P001
OG0001227	g5768.t1, g3352.t1	Wa8730a001g006650_P001
OG0001228	g3362.t1	Wa8730a001g006720_P001, Wa8730a001g006730_P001
OG0001229	g3381.t1	Wa8730a019g001010_P001, Wa8730a001g007110_P001
OG0001230	g7995.t1, g3383.t1	Wa8730a001g007100_P001
OG0001231	g5475.t1, g3393.t1	Wa8730a001g007070_P001
OG0001232	g8009.t1, g3403.t1	Wa8730a019g000970_P001
OG0001233	g3419.t1, g8021.t1	Wa8730a001g010380_P001
OG0001234	g3430.t1	Wa8730a001g010430_P002, Wa8730a001g010430_P001
OG0001235	g3442.t1, g9803.t1	Wa8730a014g004010_P001
OG0001236	g8035.t1, g3452.t1	Wa8730a001g010660_P001
OG0001237	g8037.t1, g3456.t1	Wa8730a001g010570_P001
OG0001238	g3467.t1, g5798.t1	Wa8730a001g010800_P001
OG0001239	g13295.t1, g3481.t1	Wa8730a001g010950_P001
OG0001240	g8047.t1, g3482.t1	Wa8730a001g010940_P001
OG0001241	g3515.t1	Wa8730a001g011880_P002, Wa8730a001g011880_P001
OG0001242	g3670.t1, g3669.t1	Wa8730a001g006040_P001
OG0001243	g3733.t1	Wa8730a005g003920_P001, Wa8730a001g005520_P001
OG0001244	g3760.t1	Wa8730a020g002170_P001, Wa8730a007g002660_P001
OG0001245	g4529.t1, g3762.t1	Wa8730a001g005430_P001
OG0001247	g3792.t1	Wa8730a001g005220_P001
OG0001248	g3804.t1	Wa8730a001g005120_P002, Wa8730a001g005120_P001
OG0001249	g3825.t1, g5690.t1	Wa8730a009g003250_P001
OG0001250	g3828.t1	Wa8730a001g005010_P001, Wa8730a001g005000_P001
OG0001251	g5658.t1, g3883.t1	Wa8730a001g004650_P001
OG0001253	g8431.t1, g3932.t1	Wa8730a001g004250_P001
OG0001254	g3949.t1, g7844.t1	Wa8730a001g004140_P001
OG0001255	g8444.t1, g3960.t1	Wa8730a001g004040_P001
OG0001256	g5636.t1, g3968.t1	Wa8730a001g003980_P001
OG0001257	g4036.t1, g4033.t1	Wa8730a001g003680_P001
OG0001258	g4050.t1, g8372.t1	Wa8730a001g003610_P001
OG0001259	g7817.t1, g4051.t1	Wa8730a001g003600_P001
OG0001260	g4079.t1	Wa8730a013g001340_P001, Wa8730a013g001300_P001
OG0001261	g4121.t1, g8350.t1	Wa8730a018g003000_P001
OG0001262	g8336.t1, g4174.t1	Wa8730a001g002400_P001
OG0001263	g15662.t1, g4177.t1	Wa8730a011g002710_P001
OG0001264	g4276.t1	Wa8730a001g001530_P002, Wa8730a001g001530_P001
OG0001265	g4277.t1, g4279.t1	Wa8730a001g001510_P001
OG0001266	g4278.t1	Wa8730a001g001520_P002, Wa8730a001g001520_P001
OG0001267	g4316.t1, g7700.t1	Wa8730a001g001330_P001
OG0001268	g4341.t1, g4340.t1	Wa8730a001g001130_P001
OG0001269	g4344.t1	Wa8730a006g003270_P001, Wa8730a006g003310_P001
OG0001270	g4353.t1, g7641.t1	Wa8730a001g001210_P001
OG0001271	g4354.t1, g8266.t1	Wa8730a018g003540_P001
OG0001272	g4363.t1	Wa8730a001g001070_P001, Wa8730a001g001100_P001
OG0001273	g4451.t1	Wa8730a001g000440_P002, Wa8730a001g000440_P001
OG0001274	g5410.t1, g4458.t1	Wa8730a009g003940_P001
OG0001275	g4460.t1, g8214.t1	Wa8730a001g000380_P001
OG0001276	g4505.t1, g5349.t1	Wa8730a001g000140_P001
OG0001277	g4508.t1, g5347.t1	Wa8730a001g000080_P001
OG0001278	g15414.t1, g15415.t1, g4526.t1	Wa8730a001g004530_P001
OG0001279	g4557.t1	Wa8730a009g005220_P002, Wa8730a009g005220_P001
OG0001280	g16055.t1, g4566.t1	Wa8730a003g008710_P001
OG0001281	g4568.t1, g16050.t1	Wa8730a009g005110_P001
OG0001282	g4576.t1, g9953.t1	Wa8730a014g002870_P001
OG0001283	g4622.t1	Wa8730a009g005360_P001, Wa8730a015g004970_P001
OG0001284	g10204.t1, g4627.t1	Wa8730a014g001930_P001
OG0001285	g16533.t1, g4652.t1	Wa8730a009g005640_P001
OG0001286	g16545.t1, g4656.t1	Wa8730a003g005010_P001
OG0001287	g16646.t1, g4675.t1	Wa8730a009g005720_P001
OG0001288	g16652.t1, g4680.t1	Wa8730a009g005820_P001
OG0001289	g16721.t1, g4696.t1	Wa8730a009g005680_P001
OG0001290	g4708.t1	Wa8730a009g005950_P002, Wa8730a009g005950_P001
OG0001291	g17064.t1, g4712.t1	Wa8730a003g001440_P001
OG0001292	g17042.t1, g4716.t1	Wa8730a003g001560_P001
OG0001293	g4727.t1	Wa8730a009g006060_P001
OG0001294	g16974.t1, g4745.t1	Wa8730a009g006190_P001
OG0001295	g10082.t1, g4762.t1	Wa8730a009g006390_P001
OG0001296	g4764.t1, g16874.t1	Wa8730a009g006380_P001
OG0001297	g4790.t1	Wa8730a009g006580_P001
OG0001298	g17075.t1, g4796.t1	Wa8730a003g001290_P001
OG0001299	g17168.t1, g4837.t1	Wa8730a009g006850_P001
OG0001300	g17240.t1, g4859.t1	Wa8730a003g000470_P001
OG0001301	g4861.t1, g9740.t1	Wa8730a014g004360_P001
OG0001302	g17264.t1, g4868.t1	Wa8730a009g007150_P001
OG0001303	g4902.t1	Wa8730a020g003200_P001
OG0001303	g4903.t1	Wa8730a020g003190_P001
OG0001304	g4919.t1	Wa8730a020g003090_P001, Wa8730a004g000510_P001
OG0001305	g10682.t1, g4921.t1	Wa8730a020g003040_P001
OG0001306	g4955.t1, g10669.t1	Wa8730a006g005480_P001
OG0001307	g10760.t1, g4991.t1	Wa8730a007g001630_P001
OG0001308	g12777.t1, g5000.t1	Wa8730a020g002580_P001
OG0001309	g5005.t1, g13460.t1	Wa8730a006g002530_P001
OG0001310	g5022.t1	Wa8730a020g002380_P001
OG0001310	g5023.t1	Wa8730a020g002390_P001
OG0001311	g10847.t1, g5028.t1	Wa8730a007g002520_P001
OG0001312	g5041.t1, g5039.t1	Wa8730a020g002100_P001
OG0001313	g5061.t1	Wa8730a020g002180_P002, Wa8730a020g002180_P001
OG0001314	g5072.t1, g11280.t1	Wa8730a007g005310_P001
OG0001315	g5099.t1, g11101.t1	Wa8730a007g004280_P001
OG0001316	g5116.t1	Wa8730a020g001850_P003, Wa8730a020g001850_P001, Wa8730a020g001850_P002
OG0001317	g5119.t1, g5120.t1	Wa8730a020g001620_P001
OG0001318	g19049.t1, g5144.t1	Wa8730a020g001470_P001
OG0001319	g5155.t1, g5152.t1	Wa8730a020g001330_P001
OG0001320	g5180.t1	Wa8730a007g007730_P001
OG0001321	g5218.t1, g13243.t1	Wa8730a007g001300_P001
OG0001322	g5224.t1	Wa8730a020g000420_P001, Wa8730a007g006990_P001
OG0001323	g5266.t1	Wa8730a020g000830_P001
OG0001324	g11668.t1, g5273.t1	Wa8730a007g008520_P001
OG0001325	g5304.t1	Wa8730a020g001060_P001, Wa8730a020g001070_P001
OG0001327	g11381.t1, g5326.t1	Wa8730a007g006400_P001
OG0001328	g5335.t1, g7551.t1	Wa8730a019g003850_P001
OG0001329	g8242.t1, g5361.t1	Wa8730a009g004250_P001
OG0001330	g5389.t1	Wa8730a009g004120_P002, Wa8730a009g004120_P001
OG0001331	g5466.t1	Wa8730a009g003570_P001
OG0001333	g5513.t1	Wa8730a009g001880_P001
OG0001334	g5525.t1, g5527.t1	Wa8730a009g001970_P001
OG0001335	g5540.t1	Wa8730a009g002070_P001
OG0001336	g8343.t1	Wa8730a018g002960_P001
OG0001336	g5575.t1	Wa8730a009g002240_P001
OG0001337	g5601.t1, g8379.t1	Wa8730a009g002470_P001
OG0001338	g5618.t1	Wa8730a009g002580_P001, Wa8730a009g002630_P001
OG0001339	g8434.t1, g5650.t1	Wa8730a018g002250_P001
OG0001340	g5667.t1	Wa8730a009g002920_P001, Wa8730a009g002930_P001
OG0001341	g5679.t1, g8492.t1	Wa8730a009g003050_P001
OG0001342	g5715.t1	Wa8730a009g003430_P002, Wa8730a009g003430_P001
OG0001343	g5722.t1	Wa8730a009g003480_P001, Wa8730a009g003480_P002
OG0001344	g8585.t1, g5756.t1	Wa8730a009g001260_P001
OG0001345	g8017.t1, g5780.t1	Wa8730a009g000760_P001
OG0001346	g17619.t1, g5814.t1	Wa8730a002g008280_P001
OG0001347	g5816.t1	Wa8730a018g000550_P001, Wa8730a009g000890_P001
OG0001348	g5824.t1	Wa8730a009g000580_P001
OG0001349	g8081.t1, g5846.t1	Wa8730a009g000510_P001
OG0001350	g5864.t1, g5884.t1	Wa8730a007g006680_P001
OG0001351	g8711.t1, g5868.t1	Wa8730a018g000230_P001
OG0001352	g5894.t1, g8753.t1	Wa8730a009g000020_P001
OG0001353	g5970.t1, g5968.t1	Wa8730a017g000710_P001
OG0001354	g15727.t1, g5972.t1	Wa8730a017g000730_P001
OG0001355	g5978.t1	Wa8730a017g000880_P001, Wa8730a017g000900_P001
OG0001356	g6025.t1, g11933.t1	Wa8730a017g001080_P001
OG0001357	g6066.t1, g18469.t1	Wa8730a002g001620_P001
OG0001358	g6083.t1, g12016.t1	Wa8730a013g001780_P001
OG0001359	g11999.t1, g6105.t1	Wa8730a013g001960_P001
OG0001360	g11967.t1, g6131.t1	Wa8730a013g002280_P001
OG0001361	g18284.t1	Wa8730a002g002880_P001
OG0001361	g6135.t1	Wa8730a017g001890_P001
OG0001362	g6142.t1, g6143.t1, g18253.t1	Wa8730a002g003150_P001
OG0001363	g18182.t1	Wa8730a002g003810_P001
OG0001363	g6161.t1	Wa8730a017g002130_P001
OG0001364	g6183.t1	Wa8730a017g002290_P001
OG0001365	g9578.t1, g6204.t1	Wa8730a017g002430_P001
OG0001366	g18064.t1, g6206.t1	Wa8730a002g004510_P001
OG0001367	g6223.t1, g12183.t1	Wa8730a017g002700_P001
OG0001368	g12210.t1, g6229.t1	Wa8730a013g002940_P001
OG0001369	g9515.t1, g6238.t1	Wa8730a014g006100_P001
OG0001370	g6239.t1, g9517.t1	Wa8730a014g006200_P001
OG0001371	g6278.t1, g12977.t1	Wa8730a017g003130_P001
OG0001372	g6335.t1, g17624.t1	Wa8730a002g008240_P001
OG0001373	g6340.t1	Wa8730a013g004550_P001
OG0001374	g6363.t1	Wa8730a004g000380_P001
OG0001375	g6373.t1, g17540.t1	Wa8730a017g003580_P001
OG0001376	g6391.t1	Wa8730a004g000300_P001
OG0001377	g6392.t1	Wa8730a006g002350_P001, Wa8730a004g000310_P001
OG0001378	g9311.t1, g6411.t1	Wa8730a014g006970_P001
OG0001379	g12455.t1, g6412.t1	Wa8730a013g005560_P001
OG0001380	g12461.t1, g6417.t1	Wa8730a013g005640_P001
OG0001381	g12817.t1, g6484.t1	Wa8730a006g000760_P001
OG0001382	g6511.t1, g6512.t1	Wa8730a006g000460_P001
OG0001383	g6526.t1	Wa8730a006g000870_P001, Wa8730a006g000870_P002, Wa8730a006g000870_P003
OG0001385	g6580.t1, g6652.t1	Wa8730a010g003030_P001
OG0001386	g6629.t1	Wa8730a001g010420_P001, Wa8730a010g003150_P001
OG0001387	g6691.t1	Wa8730a010g002760_P001, Wa8730a010g002770_P001
OG0001388	g6751.t1, g9784.t1	Wa8730a014g004170_P001
OG0001389	g6761.t1	Wa8730a010g002250_P001
OG0001390	g6804.t1	Wa8730a010g001900_P001
OG0001391	g6821.t1	Wa8730a001g002820_P001, Wa8730a017g004020_P001
OG0001393	g6854.t1	Wa8730a010g001490_P002, Wa8730a010g001490_P001
OG0001394	g6856.t1	Wa8730a010g001470_P001, Wa8730a010g001320_P001, Wa8730a00Ug000130_P001
OG0001395	g6865.t1	Wa8730a010g001380_P001, Wa8730a008g004080_P001
OG0001396	g6949.t1	Wa8730a010g000760_P001
OG0001397	g7011.t1, g7012.t1	Wa8730a010g000300_P001
OG0001398	g7051.t1, g13261.t1	Wa8730a006g004480_P001
OG0001399	g7109.t1	Wa8730a010g003850_P002, Wa8730a010g003850_P003, Wa8730a010g003850_P001
OG0001400	g9176.t1, g7116.t1	Wa8730a010g003940_P001
OG0001401	g7151.t1, g7152.t1	Wa8730a010g004060_P001
OG0001402	g7163.t1	Wa8730a020g001520_P001, Wa8730a010g004240_P001
OG0001403	g7192.t1	Wa8730a010g004390_P001, Wa8730a012g001530_P001
OG0001404	g15440.t1, g7205.t1	Wa8730a010g004500_P001
OG0001405	g7224.t1, g19084.t1	Wa8730a010g004690_P001
OG0001406	g13757.t1, g7227.t1	Wa8730a015g004330_P001
OG0001407	g7258.t1	Wa8730a010g004870_P001, Wa8730a011g004520_P001
OG0001408	g7285.t1	Wa8730a010g005130_P001, Wa8730a010g000770_P001
OG0001409	g7292.t1, g13914.t1	Wa8730a015g003000_P001
OG0001410	g7301.t1, g15361.t1	Wa8730a010g005270_P001
OG0001411	g7377.t1, g7378.t1	Wa8730a010g005940_P001
OG0001412	g7388.t1, g14090.t1	Wa8730a015g001890_P001
OG0001413	g7407.t1	Wa8730a010g005740_P001, Wa8730a010g005710_P001
OG0001414	g14153.t1, g7418.t1	Wa8730a015g001380_P001
OG0001415	g14204.t1, g7467.t1	Wa8730a010g006580_P001
OG0001416	g7488.t1	Wa8730a010g006160_P001, Wa8730a010g006090_P001
OG0001417	g7508.t1, g15169.t1	Wa8730a010g006300_P001
OG0001419	g7572.t1	Wa8730a002g003640_P001, Wa8730a005g004190_P001
OG0001420	g7577.t1	Wa8730a014g001710_P001, Wa8730a014g001710_P002
OG0001421	g9072.t1, g7595.t1	Wa8730a004g005990_P001
OG0001422	g7614.t1	Wa8730a019g003430_P002, Wa8730a019g003430_P001
OG0001423	g7630.t1, g7629.t1	Wa8730a019g003280_P001
OG0001424	g7715.t1, g14484.t1, g7779.t1	Wa8730a017g002490_P001
OG0001425	g7780.t1	Wa8730a019g002330_P001, Wa8730a019g002320_P001
OG0001426	g8386.t1, g7798.t1	Wa8730a018g003110_P001
OG0001427	g10653.t1, g7806.t1	Wa8730a006g005240_P001
OG0001428	g7830.t1	Wa8730a019g002180_P001, Wa8730a002g010260_P001
OG0001429	g7852.t1, g7865.t1	Wa8730a019g002020_P001
OG0001430	g7859.t1	Wa8730a019g001960_P001
OG0001431	g8527.t1, g7919.t1	Wa8730a019g001600_P001
OG0001432	g7931.t1	Wa8730a019g001490_P001, Wa8730a019g001490_P002
OG0001433	g11045.t1, g7942.t1	Wa8730a019g001260_P001
OG0001434	g7969.t1, g7970.t1	Wa8730a019g001110_P001
OG0001435	g7974.t1	Wa8730a019g001170_P003, Wa8730a019g001170_P001, Wa8730a019g001170_P002
OG0001436	g16746.t1, g8015.t1	Wa8730a019g000900_P001
OG0001437	g8042.t1, g8041.t1	Wa8730a019g000710_P001
OG0001438	g8135.t1, g8732.t1	Wa8730a019g000090_P001
OG0001439	g8147.t1, g8180.t1	Wa8730a018g003440_P001
OG0001440	g8199.t1	Wa8730a018g003570_P001
OG0001440	g8167.t1	Wa8730a018g003560_P001
OG0001441	g8206.t1	Wa8730a018g003450_P001, Wa8730a018g003700_P001
OG0001442	g8235.t1	Wa8730a018g003870_P001, Wa8730a018g003870_P002
OG0001444	g8291.t1	Wa8730a018g002600_P001, Wa8730a018g002700_P001
OG0001445	g8385.t1	Wa8730a018g003190_P002, Wa8730a018g003190_P001
OG0001446	g8442.t1	Wa8730a018g002170_P001, Wa8730a018g002170_P002
OG0001447	g8531.t1	Wa8730a018g001500_P001, Wa8730a018g001510_P001
OG0001448	g8564.t1	Wa8730a009g001510_P001
OG0001449	g8583.t1, g12986.t1	Wa8730a008g003650_P001
OG0001450	g8625.t1	Wa8730a018g001020_P001
OG0001451	g8684.t1	Wa8730a018g000460_P001, Wa8730a018g000380_P001
OG0001452	g9272.t1, g8758.t1	Wa8730a020g003240_P001
OG0001453	g8858.t1	Wa8730a004g007630_P001, Wa8730a004g007640_P001
OG0001454	g8872.t1	Wa8730a004g007450_P001
OG0001455	g8915.t1	Wa8730a012g001210_P001, Wa8730a004g006790_P001
OG0001456	g8949.t1, g8948.t1	Wa8730a004g007040_P002, Wa8730a004g007040_P001
OG0001457	g8981.t1	Wa8730a004g006140_P001
OG0001457	g8980.t1	Wa8730a004g006210_P001
OG0001458	g9008.t1	Wa8730a004g006500_P001, Wa8730a004g006470_P001
OG0001459	g9032.t1	Wa8730a004g006610_P001, Wa8730a004g006610_P002
OG0001460	g9066.t1	Wa8730a004g006330_P002, Wa8730a004g006330_P001
OG0001461	g9077.t1, g16100.t1	Wa8730a003g008360_P001
OG0001462	g9094.t1	Wa8730a004g005820_P001, Wa8730a005g007270_P001
OG0001463	g9142.t1, g9140.t1	Wa8730a004g005520_P001
OG0001464	g9148.t1	Wa8730a006g003520_P001
OG0001465	g9198.t1, g15940.t1	Wa8730a017g000430_P001
OG0001466	g15955.t1, g9208.t1	Wa8730a017g000060_P001
OG0001467	g9225.t1, g9226.t1	Wa8730a017g000210_P001
OG0001468	g9229.t1, g9230.t1, g9231.t1	Wa8730a017g000200_P001
OG0001469	g9244.t1, g9887.t1	Wa8730a014g003460_P001
OG0001470	g9250.t1, g9260.t1, g12740.t1	Wa8730a008g004610_P001
OG0001471	g9277.t1	Wa8730a014g007550_P001
OG0001472	g9293.t1, g17354.t1	Wa8730a002g010340_P001
OG0001473	g9299.t1	Wa8730a014g000120_P001, Wa8730a014g000130_P001
OG0001474	g9320.t1, g17515.t1	Wa8730a002g010010_P001
OG0001475	g9326.t1, g17487.t1	Wa8730a014g007080_P001
OG0001476	g9327.t1, g12427.t1	Wa8730a014g007090_P001
OG0001477	g15909.t1, g9343.t1	Wa8730a014g007210_P001
OG0001478	g9349.t1, g12412.t1	Wa8730a013g005210_P001
OG0001479	g9361.t1, g17434.t1	Wa8730a014g007340_P001
OG0001480	g9367.t1, g17416.t1	Wa8730a014g006870_P001
OG0001481	g17555.t1, g9387.t1	Wa8730a014g006960_P001
OG0001482	g9400.t1, g17592.t1	Wa8730a002g008450_P001
OG0001483	g9406.t1	Wa8730a014g006590_P001, Wa8730a014g006600_P001
OG0001484	g9437.t1	Wa8730a014g006860_P002, Wa8730a014g006860_P001
OG0001485	g17893.t1, g9497.t1	Wa8730a014g006010_P001
OG0001486	g12186.t1, g9541.t1	Wa8730a014g005870_P001
OG0001487	g18034.t1, g9556.t1	Wa8730a014g005660_P001
OG0001488	g9575.t1	Wa8730a014g005600_P002, Wa8730a014g005600_P001
OG0001489	g9594.t1, g12116.t1	Wa8730a014g005490_P001
OG0001490	g9646.t1, g9645.t1	Wa8730a014g005210_P001
OG0001492	g9660.t1	Wa8730a014g005040_P001, Wa8730a014g005060_P001
OG0001493	g18275.t1, g9662.t1	Wa8730a002g003080_P001
OG0001494	g9677.t1	Wa8730a014g004930_P001, Wa8730a014g004930_P002
OG0001496	g9701.t1, g18374.t1	Wa8730a014g004750_P001
OG0001497	g9764.t1	Wa8730a014g004280_P001, Wa8730a014g004290_P001
OG0001498	g9786.t1, g9787.t1	Wa8730a014g004100_P001
OG0001499	g9830.t1, g15763.t1	Wa8730a011g001770_P001
OG0001500	g9842.t1	Wa8730a014g003770_P001, Wa8730a014g003770_P002
OG0001501	g9847.t1, g15722.t1	Wa8730a011g002140_P001
OG0001502	g16397.t1, g9888.t1	Wa8730a003g006060_P001
OG0001503	g9910.t1, g10370.t1	Wa8730a006g007110_P001
OG0001504	g9929.t1	Wa8730a014g003090_P001
OG0001505	g17169.t1, g10001.t1	Wa8730a014g000320_P001
OG0001506	g17148.t1, g10012.t1	Wa8730a014g000500_P001
OG0001507	g17097.t1, g10026.t1	Wa8730a003g001210_P001
OG0001508	g10032.t1, g17023.t1	Wa8730a014g000650_P001
OG0001509	g16990.t1, g10049.t1	Wa8730a003g001870_P001
OG0001510	g10064.t1, g16948.t1, g16950.t1	Wa8730a003g002080_P001
OG0001511	g10117.t1, g10933.t1	Wa8730a007g002790_P001
OG0001512	g10152.t1, g16632.t1	Wa8730a003g004410_P001
OG0001513	g10156.t1	Wa8730a014g001640_P001
OG0001514	g10176.t1, g16566.t1	Wa8730a003g004810_P001
OG0001515	g10182.t1, g16552.t1	Wa8730a014g001820_P001
OG0001516	g10223.t1	Wa8730a014g002080_P002, Wa8730a014g002080_P001
